Pesoh,Cinturah,,,,
82.2,89.4,,,,
85.75,105.15,,,,
90.5,105.6,,,,
35.85,63,,,,
70.4,87.4,,,,
80.925,95.7,,,,
105.4,116.7,,,,
79.4,101.1,,,,
101.1,97,,,,
81.15,103.95,,,,
46.9,69,,,,
59.7,78,,,,
77.05,92.5,,,,
79.85,100.5,,,,
77.25,96.1,,,,
63.4,77.5,,,,
53.8,71.6,,,,
52.3,74,,,,
53.25,69.75,,,,
87.5,101.95,,,,
74.15,90.85,,,,
54,77.6,,,,
32.9,62.15,,,,
88.9,101.2,,,,
60.4,86,,,,
66.55,82.8,,,,
64.5,74,,,,
59.15,70,,,,
79.1,94.6,,,,
104.3,113,,,,
59.8,77.8,,,,
96.45,111.9,,,,
108.75,118.8,,,,
81.45,102.9,,,,
83.25,99.8,,,,
47.2,63.5,,,,
55.35,71.15,,,,
67.05,78.15,,,,
71.7,79.8,,,,
70.8,92.35,,,,
65.75,103.2,,,,
73.9,92,,,,
71.75,82,,,,
78.6,88.8,,,,
79.5,95.2,,,,
52.5,71.5,,,,
83.3,106.05,,,,
71.8,96.5,,,,
87.9,98.3,,,,
77.35,93.5,,,,
48.65,65.4,,,,
71.1,92.4,,,,
94.8,101.5,,,,
58.5,86,,,,
99.6,110.8,,,,
78.4,101.6,,,,
69.3,85,,,,
53.7,73.9,,,,
81.725,105.75,,,,
56.5,77.7,,,,
86.7,105.25,,,,
56.05,76.1,,,,
94.625,106,,,,
60.4,82.5,,,,
56.1,75.5,,,,
64.9,89.5,,,,
82.1,97.4,,,,
57,84.2,,,,
74.4,92.7,,,,
56.55,70.95,,,,
77.25,89.6,,,,
77.85,101.9,,,,
79.05,87,,,,
59.6,74.85,,,,
81.75,113,,,,
85.6,115.35,,,,
33.225,65.6,,,,
80.6,100,,,,
53.3,80.9,,,,
50.8,78.2,,,,
64.55,87.6,,,,
70.7,89.65,,,,
72.9,99.95,,,,
54.7,70.15,,,,
24.69,53.1,,,,
55.65,83.35,,,,
61.4,82.3,,,,
60.505,82.5,,,,
57.3,82.3,,,,
64.9,99.8,,,,
52.8,82.5,,,,
56.6,91,,,,
48.85,69,,,,
74.85,94.7,,,,
45.35,77.8,,,,
65.7,91.25,,,,
78.45,104.75,,,,
51.65,85.35,,,,
53.15,88.7,,,,
66.55,87.85,,,,
81.8,88.45,,,,
69.9,97.05,,,,
89.4,92.65,,,,
71.8,102.65,,,,
78,92.55,,,,
68.3,79.05,,,,
61.9,80.05,,,,
86.45,108,,,,
73.6,80.6,,,,
71.35,95.55,,,,
80.25,95.15,,,,
100.55,109.1,,,,
57.6,76.1,,,,
79.45,91.2,,,,
79.2,110.1,,,,
131.95,141,,,,
61.9,69.8,,,,
81.15,98.6,,,,
69.1,85,,,,
83.05,101.6,,,,
48.45,68.65,,,,
62.25,78.4,,,,
51.75,68.4,,,,
77.2,103.45,,,,
78.4,89.2,,,,
72.7,90.05,,,,
73.4,93.35,,,,
71.1,85.95,,,,
52.8,70.2,,,,
59.35,72.2,,,,
89.75,101.45,,,,
74.25,92.25,,,,
72.95,91.55,,,,
52.25,79,,,,
97.15,110.85,,,,
84.8,99.65,,,,
88.5,98.3,,,,
77.5,84.9,,,,
78.05,90.8,,,,
56,83.1,,,,
93.8,96,,,,
84.85,105.8,,,,
67.4,90.2,,,,
85,93.65,,,,
73.5,99,,,,
74,90,,,,
55.8,72.9,,,,
56.4,74.9,,,,
71.2,91,,,,
58.9,79.45,,,,
58.2,77,,,,
63.7,75.7,,,,
67.95,81.5,,,,
68.7,95.35,,,,
80.8,89.3,,,,
76.9,89,,,,
68.1,77.85,,,,
87.8,95.35,,,,
77.4,92.5,,,,
97.85,110.7,,,,
94.5,113.5,,,,
63.35,91.8,,,,
51.65,70,,,,
67.7,89.45,,,,
94.6,107.4,,,,
82.3,101.2,,,,
65.85,87.25,,,,
52,69.95,,,,
64.5,85.35,,,,
58.7,75,,,,
76.4,79.5,,,,
64.7,83.6,,,,
55.7,73.9,,,,
43.65,61,,,,
70.35,96.55,,,,
59.2,75.25,,,,
64.95,86.5,,,,
65.85,72.6,,,,
78.7,91.5,,,,
90.8,92.4,,,,
65.6,90.7,,,,
65.9,84.5,,,,
87.2,103.4,,,,
60.8,83.85,,,,
46.4,61.4,,,,
61.4,73.45,,,,
50.4,64.6,,,,
103.55,115.5,,,,
81.85,89.4,,,,
75.05,88.2,,,,
57.6,77.75,,,,
70.75,87.75,,,,
61.8,81,,,,
67.3,91.4,,,,
75.15,98.15,,,,
80.7,91,,,,
54,74.3,,,,
77.9,102.4,,,,
56.6,80.5,,,,
70.6,87.9,,,,
54.5,82.3,,,,
58.7,164,,,,
86.85,100,,,,
80.3,96.9,,,,
89.25,90.5,,,,
92.5,101.1,,,,
83.4,109.6,,,,
83.8,107.1,,,,
62.7,75.15,,,,
75.25,102.65,,,,
55.6,68.1,,,,
71.5,87.65,,,,
82.9,95.9,,,,
65.25,77.65,,,,
81,104.5,,,,
68.4,91,,,,
56,81,,,,
57,75.15,,,,
78.625,93.3,,,,
68.3,87,,,,
52.4,67.1,,,,
90.15,90.2,,,,
59,76,,,,
83.75,99,,,,
66.3,81.1,,,,
76.4,96.7,,,,
75.1,110.4,,,,
65.25,93.75,,,,
71.9,88.7,,,,
63.3,83.45,,,,
84.7,101.4,,,,
45.2,76,,,,
66.4,92.3,,,,
71.5,91.55,,,,
69.85,83.95,,,,
61.1,77.65,,,,
95.65,107.75,,,,
75,100,,,,
68.6,93.8,,,,
82.8,96.5,,,,
97,115.5,,,,
89,107.1,,,,
80.5,110.8,,,,
78.35,99.75,,,,
53.75,69,,,,
79.65,106,,,,
61.5,78.1,,,,
50.8,66.5,,,,
79.3,98.65,,,,
60.2,81,,,,
67.7,87.1,,,,
57,77.1,,,,
52.1,74.9,,,,
93.05,110.35,,,,
54.7,73.3,,,,
72.1,97.1,,,,
42.75,66.9,,,,
70.95,86.3,,,,
72.5,97.9,,,,
74.65,97.55,,,,
70.55,91.75,,,,
76,97.2,,,,
84.45,94,,,,
51.75,73.25,,,,
79.3,105.5,,,,
102,129.25,,,,
43.45,80.1,,,,
57.6,82,,,,
83.65,110.9,,,,
72.9,75.6,,,,
83.6,102.3,,,,
71.6,88,,,,
52.25,73.65,,,,
74.8,95.6,,,,
51.7,74.85,,,,
59.55,71.1,,,,
83.2,99.6,,,,
68.2,93.5,,,,
74.95,88.9,,,,
51.05,83.5,,,,
67.55,90,,,,
54,77,,,,
72.6,90,,,,
73.5,93.3,,,,
62.5,82.2,,,,
70.5,82.6,,,,
58.85,76.2,,,,
61.8,85.5,,,,
69.8,86.2,,,,
42.975,69.2,,,,
43.8,69.1,,,,
77.1,95.1,,,,
58.8,96,,,,
39.475,73.15,,,,
89.25,108,,,,
62.2,89.4,,,,
73.4,92.7,,,,
70.95,95.15,,,,
82.85,104.55,,,,
53.85,74,,,,
102.65,112.1,,,,
60.3,75,,,,
54.4,68,,,,
42.55,70.2,,,,
82.45,92.5,,,,
51.8,72.3,,,,
73.35,84.1,,,,
66.55,84.5,,,,
63.25,90,,,,
79.45,92,,,,
82.7,102.35,,,,
106.1,111.8,,,,
79.1,92.1,,,,
78,98.8,,,,
63.15,82,,,,
95.9,97.7,,,,
77.4,104.6,,,,
66.85,98.3,,,,
83.4,106,,,,
62.1,88.55,,,,
114.15,127.8,,,,
48.6,89.7,,,,
37.575,64.05,,,,
65.95,87,,,,
87.2,104.1,,,,
54.2,78.3,,,,
57.15,86.8,,,,
76.3,95.5,,,,
56.7,71.2,,,,
108.7,107.9,,,,
61.45,82,,,,
61.75,92.6,,,,
108.45,120,,,,
64.9,86.7,,,,
73.9,93.4,,,,
82.4,95.05,,,,
69,105.9,,,,
70.5,96.65,,,,
69.1,89.1,,,,
64.5,88.8,,,,
73.825,97.3,,,,
65.5,91,,,,
69.8,91.3,,,,
85.2,101.8,,,,
61.5,79.2,,,,
55.9,87.5,,,,
70.5,85.5,,,,
78.3,96.5,,,,
103.7,114.4,,,,
38.75,69.8,,,,
99,104.5,,,,
88.45,105,,,,
67.5,84,,,,
95.5,110.8,,,,
99,105,,,,
49.25,74,,,,
75.4,91.9,,,,
58.3,77,,,,
62.75,78,,,,
78.4,101.3,,,,
83.4,97.8,,,,
70.05,91.1,,,,
96.1,109.75,,,,
65.65,99.9,,,,
51.9,71.7,,,,
55.85,71.75,,,,
82.4,93,,,,
53.5,74,,,,
62.05,65.65,,,,
68.3,95.2,,,,
96.2,102.25,,,,
67.4,84.1,,,,
60.8,94.5,,,,
63.65,83.05,,,,
65.81,94.8,,,,
105.6,114,,,,
59.5,73.8,,,,
61.6,76.25,,,,
73.6,90.95,,,,
77.5,108.1,,,,
86.65,94.25,,,,
89.55,116.45,,,,
79.25,89.5,,,,
37.7,66.5,,,,
82.5,100,,,,
80.5,94.5,,,,
84.5,119,,,,
69.5,88.4,,,,
85.55,100.8,,,,
111.75,116.4,,,,
84.65,93.2,,,,
69.3,84.25,,,,
80.9,97.4,,,,
79.5,85.45,,,,
96.6,95.2,,,,
74.4,76.5,,,,
61.8,74.5,,,,
54.4,77.3,,,,
96.55,111.2,,,,
61,85.3,,,,
59.9,80.9,,,,
49.8,73.15,,,,
59.7,85.35,,,,
78.9,96.6,,,,
64.95,93.05,,,,
70.95,95.5,,,,
58.05,84.4,,,,
79.5,97.1,,,,
91.65,107.35,,,,
72.9,93.55,,,,
85.5,110.6,,,,
115.5,126.3,,,,
69.3,96.6,,,,
51.45,78.6,,,,
64.4,75,,,,
74.05,93.05,,,,
95.45,103.9,,,,
94.6,123.9,,,,
85.4,105.6,,,,
45.25,65.6,,,,
93.8,106.3,,,,
52.95,72.35,,,,
78.2,97.4,,,,
67.9,82,,,,
67.2,86,,,,
74.75,86.5,,,,
53.05,67.9,,,,
66.4,91.8,,,,
67.15,98.15,,,,
49.35,84.1,,,,
65.9,77.85,,,,
87.2,104.4,,,,
70.2,90.5,,,,
68.05,81.9,,,,
68.8,85.9,,,,
75.25,96.5,,,,
73.5,88.95,,,,
54.05,83.7,,,,
62.5,90.45,,,,
51.6,74.7,,,,
61.9,84.1,,,,
90.95,97.1,,,,
76.1,75.8,,,,
61.75,74,,,,
95.55,105.7,,,,
84.1,88.5,,,,
71.35,93,,,,
62.025,83.3,,,,
62.8,74.6,,,,
62,76.2,,,,
64.7,87.35,,,,
59.3,76.85,,,,
60.05,81.5,,,,
67.3,84,,,,
93.6,110.9,,,,
62.9,86.5,,,,
78.15,99.5,,,,
64.2,85.95,,,,
77.8,99,,,,
82.6,92.7,,,,
56.9,79,,,,
64.4,76.45,,,,
93.6,111.95,,,,
86.35,97.35,,,,
54.15,77.15,,,,
67.8,92.4,,,,
63.8,78,,,,
71.05,89.7,,,,
92.9,99.05,,,,
54.2,69.4,,,,
87,94.4,,,,
68.5,92.2,,,,
77.1,91.5,,,,
56.5,71.6,,,,
98.6,109,,,,
70.8,83.95,,,,
35.95,66.3,,,,
70.5,84.5,,,,
69.45,85.5,,,,
50.2,68,,,,
75.25,91.1,,,,
76.3,92,,,,
80.55,98.2,,,,
63.85,92.35,,,,
58.2,71,,,,
82.45,99.8,,,,
85.75,97,,,,
72.375,93.4,,,,
51.3,70,,,,
77.9,94,,,,
72.3,89.05,,,,
100.95,102,,,,
67.6,95.45,,,,
57.3,95.5,,,,
74.2,75,,,,
70.15,88.3,,,,
64.2,85.5,,,,
95.35,104.25,,,,
104.65,112.6,,,,
101,118.2,,,,
56,76.5,,,,
66.075,93.15,,,,
103.2,137,,,,
60.4,81.8,,,,
74.2,83.3,,,,
120.9,130.65,,,,
64.85,80.05,,,,
87.7,96,,,,
76.6,94,,,,
57.8,87.55,,,,
86.2,94.4,,,,
91.35,108.8,,,,
53.4,67.55,,,,
65.5,98.3,,,,
95.4,109,,,,
60,75.8,,,,
61.1,87.65,,,,
62.05,87.1,,,,
83.15,99,,,,
66.65,93.6,,,,
50.7,87,,,,
48.175,64.3,,,,
76.95,92.75,,,,
107.45,122,,,,
108.55,115,,,,
55.65,72,,,,
80.65,101.85,,,,
76.7,99.1,,,,
58.25,75.2,,,,
48.735,69.15,,,,
56.7,71,,,,
62.5,79.5,,,,
83.15,96.7,,,,
100.3,105.5,,,,
32.625,58.8,,,,
76.2,88.5,,,,
86.05,96.3,,,,
80.7,92,,,,
81.8,95.75,,,,
73.925,88.5,,,,
70.65,88.3,,,,
64.75,89,,,,
75.2,92.1,,,,
59.2,85.6,,,,
78.35,108.5,,,,
82.6,94.65,,,,
65.8,95.25,,,,
68.65,97.25,,,,
78.9,91.15,,,,
84.05,98.25,,,,
66.15,84.1,,,,
77.15,88.15,,,,
79.6,99.7,,,,
65.7,78.6,,,,
82.8,101.9,,,,
85.35,107.6,,,,
62,74.8,,,,
54.225,84.7,,,,
68,96.1,,,,
72.35,91.55,,,,
60.6,72.15,,,,
92.505,104.8,,,,
48.05,73.55,,,,
83.3,111.1,,,,
75.5,97.8,,,,
57.95,80,,,,
72.2,94.3,,,,
103.65,122.15,,,,
71.9,94,,,,
50.85,83,,,,
42.825,63.3,,,,
129.8,139.4,,,,
55.95,93.05,,,,
91.85,101.35,,,,
101.25,101.85,,,,
83.6,100.5,,,,
73.25,95.75,,,,
87.8,111.4,,,,
75,93.9,,,,
71.6,95.15,,,,
78.4,96.5,,,,
29.15,81.15,,,,
62.8,81.3,,,,
87.05,97.6,,,,
67.8,96.2,,,,
94.9,117.4,,,,
49.9,62.5,,,,
49.2,72.3,,,,
76.1,84,,,,
74,103,,,,
60.9,88,,,,
52.8,71,,,,
55.8,73,,,,
90.2,84.6,,,,
62.25,72.3,,,,
34.925,61.95,,,,
84.55,112.65,,,,
73,86.5,,,,
53.1,75.1,,,,
60.6,72.5,,,,
76.7,90,,,,
43.5,76.7,,,,
73.4,99.9,,,,
78.3,92.6,,,,
44.25,76,,,,
77.35,88.1,,,,
80.1,95.5,,,,
70.6,81.7,,,,
67.25,86.55,,,,
68.85,80.35,,,,
60.8,87.15,,,,
77.5,100,,,,
63.15,87.1,,,,
69,108.15,,,,
60.75,86.75,,,,
64.75,87.3,,,,
72.6,79.75,,,,
86.65,98.25,,,,
82.05,102.15,,,,
57.9,81.6,,,,
115.9,129,,,,
65,78.25,,,,
63.8,85.6,,,,
76.35,98.4,,,,
60.4,107.8,,,,
84.2,102,,,,
77.3,97.2,,,,
74.15,89.6,,,,
96.8,122,,,,
97.5,105.4,,,,
93.9,114.7,,,,
65,71,,,,
61.5,99,,,,
74.5,93,,,,
68.15,83,,,,
52.95,66.3,,,,
61.1,81,,,,
89,104.25,,,,
81.45,95.5,,,,
54.2,74.7,,,,
65.2,77.75,,,,
75.6,85.2,,,,
69.5,77.3,,,,
67.6,89.65,,,,
87.4,112.15,,,,
82.4,100,,,,
82.4,108.25,,,,
42.85,74.9,,,,
74.1,91.2,,,,
80.1,99.3,,,,
81.55,97,,,,
103.85,109.1,,,,
68,94.5,,,,
105.45,107,,,,
55.25,76,,,,
62.7,85.5,,,,
77.2,104.5,,,,
94,118.05,,,,
57.4,85.45,,,,
66.2,96,,,,
90.6,97.9,,,,
100.2,110.9,,,,
46.075,72.6,,,,
90.4,101.1,,,,
52.7,71,,,,
88.65,98.35,,,,
70.75,82.5,,,,
33.35,67.5,,,,
64.6,81,,,,
74.85,85.5,,,,
91.2,106.2,,,,
87.2,106.3,,,,
53.9,72.5,,,,
56.45,84,,,,
67.35,83.95,,,,
69.1,83,,,,
79.7,96.75,,,,
76.3,104.95,,,,
88.95,107.3,,,,
82.75,99.3,,,,
82.85,104.75,,,,
64,82.1,,,,
96.95,106.4,,,,
85.35,109.35,,,,
88.25,103,,,,
101,112.8,,,,
111.15,128,,,,
66.3,82.7,,,,
64.4,75,,,,
61.3,90,,,,
90.6,92.8,,,,
75.35,104,,,,
88.85,104,,,,
84.1,103,,,,
79.7,102.45,,,,
73.1,92.35,,,,
96.15,112.7,,,,
67.1,92.1,,,,
64.5,98.5,,,,
89.65,103.65,,,,
59.55,91,,,,
58.65,79.2,,,,
76.45,93,,,,
88.4,108,,,,
83.1,104.35,,,,
70.2,86.5,,,,
78.7,100.25,,,,
69.6,77.8,,,,
94.9,109.5,,,,
58.55,90.3,,,,
69.9,89.8,,,,
76.05,101.8,,,,
54.4,83.8,,,,
55.55,71.7,,,,
78.9,94.9,,,,
72.8,82.3,,,,
104.95,121.1,,,,
80.5,101.5,,,,
110.7,118.4,,,,
76.3,90,,,,
54.1,73.5,,,,
74.8,80,,,,
77.4,109.5,,,,
55.15,70,,,,
67.9,84.2,,,,
68.2,91.6,,,,
77.25,95,,,,
67.65,94.4,,,,
74.95,95.5,,,,
60.8,74.6,,,,
80.8,94.6,,,,
62,86.4,,,,
71,84,,,,
82,86.05,,,,
67.2,94.4,,,,
89.95,100.5,,,,
79.6,107,,,,
56.725,72.4,,,,
54,79.7,,,,
73.9,93.1,,,,
71.7,94.1,,,,
57.5,76,,,,
78.95,101.1,,,,
73.1,93.9,,,,
58.3,82.6,,,,
63.85,91.95,,,,
66.45,89.15,,,,
72.2,103,,,,
80.4,103.15,,,,
102.05,117,,,,
71.55,88,,,,
69.3,90,,,,
80.8,118.6,,,,
60.65,86.95,,,,
78,109.1,,,,
75.7,100.4,,,,
29.2,59,,,,
71.5,90,,,,
73.3,83.4,,,,
83.9,87.9,,,,
92.6,120.4,,,,
54.5,89.2,,,,
67.9,89.9,,,,
82.9,97.6,,,,
51.7,74.2,,,,
59.25,88.8,,,,
96.3,123,,,,
86.7,100.8,,,,
84.1,136,,,,
85.6,108.8,,,,
45.35,72.2,,,,
55.4,64.1,,,,
70.5,84.35,,,,
46.8,75.6,,,,
65.8,93,,,,
60.1,92.2,,,,
103.2,106.3,,,,
55.95,77.2,,,,
47.4,76,,,,
66.5,81.5,,,,
41.5,71.85,,,,
69.3,101.5,,,,
90.2,83,,,,
61.7,88.8,,,,
57.05,76.65,,,,
66.35,80.8,,,,
63.7,75.6,,,,
68.1,89.5,,,,
80.6,98.95,,,,
54.95,78.1,,,,
80.7,106,,,,
73.2,91.45,,,,
52.9,67.8,,,,
64.4,81.6,,,,
99.2,102,,,,
74.7,96.3,,,,
60.7,76,,,,
59.95,72.5,,,,
64.05,81.3,,,,
62.7,89.1,,,,
94.55,108.4,,,,
60.6,77.5,,,,
58.4,66.2,,,,
56.1,87,,,,
141.55,125,,,,
87.75,101.2,,,,
34.85,67.15,,,,
75.35,103.15,,,,
87.45,99.4,,,,
97.45,108.7,,,,
80.5,95.5,,,,
65.7,83.9,,,,
70.3,75.9,,,,
74.75,98.8,,,,
80.4,105,,,,
95.3,112,,,,
71.2,110,,,,
70.6,95,,,,
75.75,84.2,,,,
67.5,88,,,,
58.65,81.55,,,,
99.7,105.2,,,,
57.4,87.05,,,,
43.95,66.15,,,,
76.35,96.1,,,,
75.2,98.5,,,,
41.5,66.2,,,,
67.1,81.5,,,,
86.7,91.6,,,,
72.6,83.2,,,,
71.15,90.5,,,,
83,105,,,,
69.7,94.2,,,,
74,97.5,,,,
73.8,86.5,,,,
75.2,92.55,,,,
74,93.1,,,,
52.7,74.6,,,,
47.675,76.4,,,,
59.1,43.6,,,,
56.15,72.5,,,,
88.5,104.5,,,,
70.8,89.15,,,,
60.15,76.7,,,,
68.5,86,,,,
64.1,79,,,,
73.2,95.3,,,,
64.55,92.5,,,,
124.85,128.45,,,,
89.1,100,,,,
49.55,71.55,,,,
46.975,76,,,,
65.7,84.9,,,,
70.55,99.8,,,,
64.1,90,,,,
72.7,84,,,,
60.8,85,,,,
90.7,96.55,,,,
67.45,97.2,,,,
68.3,88.3,,,,
95.95,104.6,,,,
54.7,74.35,,,,
64.8,85.7,,,,
93.9,116.5,,,,
65.95,90.5,,,,
106.4,123.45,,,,
73.55,96.85,,,,
85.5,106,,,,
77.55,100.5,,,,
82.9,95,,,,
57.5,122.7,,,,
63.4,95,,,,
72.4,94.4,,,,
71.1,93.4,,,,
77.8,112,,,,
73.25,93,,,,
55.1,69.35,,,,
91.55,108,,,,
88.3,106.5,,,,
61.6,73.3,,,,
102.95,118.5,,,,
90.1,111.2,,,,
71.9,95,,,,
67.9,88.9,,,,
77.45,97,,,,
82.1,98.65,,,,
58.65,76.05,,,,
76.2,99.8,,,,
60,73.3,,,,
66.75,87.5,,,,
84.3,103.8,,,,
66.4,88.6,,,,
62.05,77.1,,,,
63,92.2,,,,
69.75,91.6,,,,
68.65,93.05,,,,
85.5,89.3,,,,
76.5,94.35,,,,
79.4,98.1,,,,
56.95,76.8,,,,
90.3,109.4,,,,
72.15,91.05,,,,
61.6,84.5,,,,
89.3,110.2,,,,
79.9,84.5,,,,
101.9,110.6,,,,
48.2,74.4,,,,
61.7,74.95,,,,
97.7,111.7,,,,
55.75,74.55,,,,
58.85,79.1,,,,
84.3,96.15,,,,
85.4,100,,,,
55.4,79.65,,,,
94.9,102.45,,,,
102.9,103.75,,,,
62.1,84.6,,,,
69.85,94.05,,,,
54.8,72.2,,,,
71.55,97.95,,,,
109.1,117.75,,,,
92.65,99.4,,,,
74.6,82,,,,
59,71.55,,,,
79.1,96.2,,,,
72.45,84.4,,,,
80.8,94.65,,,,
56.25,80.3,,,,
62.3,84.2,,,,
81.8,102.7,,,,
70.35,81.8,,,,
67.4,86.65,,,,
82.8,104.35,,,,
78.1,94.4,,,,
65.7,77.3,,,,
82.3,94.2,,,,
68.75,73.8,,,,
107.4,111.9,,,,
70.9,89.5,,,,
70.5,91.5,,,,
66.5,76.2,,,,
88.2,103.5,,,,
63.8,80.5,,,,
69.75,77,,,,
78.9,91.9,,,,
91.25,106.2,,,,
92.25,109.5,,,,
80.5,103.4,,,,
108.1,121.6,,,,
51.3,83.3,,,,
49.25,82.4,,,,
60.1,87.35,,,,
82.3,98.9,,,,
61.95,78.35,,,,
68.25,88.25,,,,
105.8,118.5,,,,
81.8,101.2,,,,
56.5,87.6,,,,
101,108.1,,,,
104.75,116.8,,,,
52.15,69,,,,
83.4,97.2,,,,
85.8,105.2,,,,
85.7,91.2,,,,
69.975,78.1,,,,
76.4,93.55,,,,
69.4,79.25,,,,
76.8,110.7,,,,
66.6,89,,,,
83.8,95,,,,
94.3,103.25,,,,
52,76.8,,,,
75.25,82,,,,
81.75,97,,,,
91.1,92.7,,,,
72.825,84.25,,,,
67.2,87,,,,
76.9,90.6,,,,
69,79.5,,,,
52.1,78.55,,,,
74.8,94,,,,
82.225,111,,,,
67,88.5,,,,
66.75,79.4,,,,
64.85,84.1,,,,
86.45,97.4,,,,
110.7,116.5,,,,
90.2,112.8,,,,
76.65,91.7,,,,
85.65,89.5,,,,
87.7,98.35,,,,
60.7,73.1,,,,
63.5,70.3,,,,
79.2,107,,,,
66.55,90.65,,,,
63.25,81.9,,,,
69.75,88.05,,,,
82.9,101.25,,,,
83.2,102.3,,,,
97.5,115.4,,,,
73.8,89.3,,,,
59.05,86.45,,,,
92.85,105.1,,,,
61.7,75,,,,
71.85,102.5,,,,
80.4,101,,,,
71.3,97.8,,,,
79,92,,,,
79.75,101.45,,,,
92.4,112.2,,,,
92.75,108.9,,,,
94.345,112.5,,,,
94.75,110.9,,,,
75.8,94.1,,,,
78.1,96.55,,,,
89.45,102.05,,,,
71,95.55,,,,
76,94.3,,,,
69.5,99.55,,,,
78.15,96.5,,,,
72.95,83.55,,,,
79.3,93.05,,,,
54.6,80,,,,
61.2,88,,,,
65.2,77.1,,,,
66.9,89.25,,,,
95.95,105,,,,
87.3,108,,,,
90.5,105.7,,,,
58.95,97,,,,
67.85,82.5,,,,
63.5,91.15,,,,
85.7,105,,,,
85.45,108.75,,,,
80.3,92.1,,,,
60,84.1,,,,
54.15,69.95,,,,
66.6,90,,,,
73.5,97.15,,,,
68.9,83.5,,,,
68.55,90.85,,,,
61,81.95,,,,
59.95,80.4,,,,
70.35,93.85,,,,
80.75,98.5,,,,
72.5,80.5,,,,
79.95,96.75,,,,
90.2,100,,,,
83.95,93.6,,,,
48.35,76.5,,,,
89.45,106.2,,,,
76.5,97.35,,,,
72.9,106.15,,,,
89,111,,,,
61.7,83.95,,,,
65.1,90.5,,,,
81.9,92.2,,,,
77.4,96.8,,,,
58.9,84,,,,
49.45,83,,,,
67,79.8,,,,
57.45,72.85,,,,
67.05,81.5,,,,
72.9,101.25,,,,
76,80.8,,,,
54.9,82,,,,
64.2,94.5,,,,
65,82.9,,,,
101.8,119,,,,
108.4,113.5,,,,
69.4,93.5,,,,
123.5,126.55,,,,
73.15,95.45,,,,
57.5,79.5,,,,
81.95,94.8,,,,
87.7,102,,,,
96.825,101.9,,,,
92.15,104.4,,,,
66.75,97.25,,,,
70.05,90.8,,,,
87.9,99.5,,,,
77.4,85.7,,,,
70.55,85.55,,,,
69.8,87,,,,
64.9,76.8,,,,
76.2,92.65,,,,
97.75,102.65,,,,
83.8,103.15,,,,
94.6,100.15,,,,
67.7,88.25,,,,
57.15,78,,,,
90.66,101.2,,,,
54.25,71.1,,,,
94.5,107,,,,
85.35,102.85,,,,
74.5,95.6,,,,
73.2,100.7,,,,
81.85,103.5,,,,
72.35,96.8,,,,
45.9,62.05,,,,
56.4,75.7,,,,
53.65,77.8,,,,
85.9,107.6,,,,
55.6,80.5,,,,
71.35,90.1,,,,
61.5,72.25,,,,
88.6,98.2,,,,
88.35,104.25,,,,
63.35,90.05,,,,
68.5,97.1,,,,
70.25,86.5,,,,
48.65,77.3,,,,
59.9,74.7,,,,
72.5,93.05,,,,
91.6,106.85,,,,
72.4,93.15,,,,
69.4,90.9,,,,
93.55,99.9,,,,
80.8,98.4,,,,
98.2,108.5,,,,
66.15,90.5,,,,
51.7,74.2,,,,
53.7,68.6,,,,
72.95,107.05,,,,
82.7,83.5,,,,
65.8,92.5,,,,
75.9,93,,,,
129.325,129,,,,
67.8,85.9,,,,
87.45,101.4,,,,
80,96.4,,,,
71.85,91.65,,,,
47.7,71.1,,,,
87.65,110.85,,,,
52.8,78,,,,
45.05,70.5,,,,
54.5,73.3,,,,
83.2,95.6,,,,
94.75,109.25,,,,
74.6,86.5,,,,
85.1,95.8,,,,
92.7,103.5,,,,
79.9,104.1,,,,
41.1,68.7,,,,
65.4,82,,,,
64.2,83.2,,,,
77.65,98.65,,,,
64.45,76.5,,,,
60.45,79.9,,,,
80.9,103.2,,,,
87.3,109.1,,,,
68.4,78.3,,,,
49.35,78.45,,,,
35.05,61.5,,,,
66,78.65,,,,
63.8,93.9,,,,
66.55,84.65,,,,
77.3,107.4,,,,
68.5,86.7,,,,
66,85.15,,,,
60.8,76.05,,,,
66.65,85.55,,,,
77.05,105.6,,,,
51.65,79.5,,,,
65.85,86.5,,,,
68.05,99,,,,
95.9,102.3,,,,
64.7,89,,,,
65.8,94.8,,,,
69.4,75.7,,,,
100.5,111.7,,,,
77.1,91,,,,
69.5,89.35,,,,
61,77.8,,,,
69.8,90.45,,,,
133.1,130.05,,,,
54.9,83,,,,
82.3,95,,,,
47.25,83.2,,,,
100,116.1,,,,
57.8,70.2,,,,
71.5,87.4,,,,
76.85,88.2,,,,
82.8,98.5,,,,
77.7,88.4,,,,
70.2,87.4,,,,
91.3,110.2,,,,
75.175,89.4,,,,
65.2,92.5,,,,
49.4,74.5,,,,
73.5,89.5,,,,
68.1,82.1,,,,
75.05,88.3,,,,
99.15,112.5,,,,
46.25,75,,,,
87.95,97.6,,,,
60.1,70.7,,,,
56.45,70.65,,,,
68.2,91.05,,,,
95.65,107.05,,,,
78.8,95,,,,
66.7,92.65,,,,
53.8,72.15,,,,
64.85,82,,,,
68.3,88.75,,,,
76.65,91,,,,
57.15,78.65,,,,
89.65,106.2,,,,
81.2,95.6,,,,
65.5,82,,,,
62.5,70.5,,,,
46.85,70,,,,
70.1,95.9,,,,
74.25,99.5,,,,
85.1,102,,,,
80.85,99.25,,,,
