Pesoh,Cinturah,,,,
106.85,109,,,,
80.85,101.2,,,,
53.6,83.3,,,,
78.06,110,,,,
36.8,63.8,,,,
65.8,87.5,,,,
80.3,92,,,,
63.3,99.2,,,,
38.75,57,,,,
50.7,86.5,,,,
82.4,91.4,,,,
43.7,70.2,,,,
34.925,62.4,,,,
65.25,81,,,,
45.65,63.5,,,,
92.3,91.5,,,,
36.8,61.3,,,,
50.35,76.45,,,,
93.55,103.8,,,,
79.3,98.95,,,,
55.8,70.7,,,,
67.55,88.15,,,,
46.275,65,,,,
101.4,107.5,,,,
57.9,76.5,,,,
55.25,86.1,,,,
46.575,68,,,,
90,110.1,,,,
78.55,94.55,,,,
94.6,104.5,,,,
81.65,96,,,,
74.05,85.45,,,,
79.35,103.05,,,,
32.75,65.25,,,,
30.625,63.85,,,,
75.25,89.95,,,,
49.5,76.1,,,,
63.45,85.25,,,,
40.9,64.75,,,,
81.35,99.85,,,,
113.725,111.45,,,,
61.15,74.2,,,,
83.5,96.75,,,,
70.75,91.5,,,,
58.9,81.8,,,,
47.725,67.45,,,,
77.9,101.4,,,,
60.225,70.3,,,,
50.7,69.2,,,,
55.4,79.8,,,,
58.7,82.2,,,,
78.9,105.5,,,,
67.8,80.8,,,,
45.36,71.1,,,,
50.05,76.5,,,,
55.8,71,,,,
81.1,91.2,,,,
76,100.4,,,,
88.7,107,,,,
51.6,73.5,,,,
53.35,68.5,,,,
40.075,67.05,,,,
56.55,72.9,,,,
64.1,81.65,,,,
55.15,73.05,,,,
84.6,103,,,,
43.15,72.65,,,,
36.45,63.05,,,,
50.9,75.9,,,,
62.8,84.4,,,,
71.7,84.65,,,,
28.65,61,,,,
77,85.1,,,,
58.7,74.5,,,,
46.8,68.15,,,,
72.6,85.5,,,,
55.1,70.1,,,,
53.35,79.25,,,,
33.975,63.1,,,,
61.65,79.85,,,,
36.175,66.55,,,,
46.225,70.25,,,,
60.25,77.5,,,,
47.6,65.7,,,,
49.525,84.1,,,,
46.925,70.45,,,,
54.8,80.15,,,,
47.3,70.05,,,,
47.85,86.8,,,,
70.2,99,,,,
62.1,80,,,,
62.3,80.6,,,,
30.25,57.5,,,,
52.4,75.4,,,,
32.3,64.55,,,,
116.75,126.5,,,,
37.6,67.5,,,,
60,86,,,,
73.95,89.5,,,,
37.2,72.6,,,,
54.3,72.3,,,,
38.55,66.3,,,,
79.05,93,,,,
41.875,73.4,,,,
57.55,74.5,,,,
35.55,68.3,,,,
33.45,59.5,,,,
28,56.7,,,,
69.95,82.5,,,,
42.45,62.7,,,,
85.3,111.5,,,,
43.85,70,,,,
28.6,54.2,,,,
88.4,97.3,,,,
54,75.5,,,,
42.45,72.4,,,,
47.6,63.6,,,,
73,100.1,,,,
74,95.7,,,,
87.35,102.3,,,,
70.7,87.5,,,,
24.65,53.7,,,,
74.2,91.7,,,,
62.6,88.6,,,,
81,103,,,,
63.8,76.8,,,,
82.8,86.2,,,,
42.5,63.3,,,,
93.95,105,,,,
63.7,83.5,,,,
72.9,85.2,,,,
99.7,104,,,,
80.3,92.4,,,,
52.1,72.4,,,,
49.05,82.75,,,,
64.5,86.9,,,,
53,71.8,,,,
70.5,83.5,,,,
51.5,90.55,,,,
64.4,80.6,,,,
64.5,74.3,,,,
34.65,62,,,,
44.775,66.2,,,,
31.5,62.45,,,,
83,96.5,,,,
105.95,114.8,,,,
90.26,94.8,,,,
56.75,72.25,,,,
100.3,115.55,,,,
84.8,94.55,,,,
77.9,100,,,,
78.4,97.9,,,,
62.4,88.65,,,,
65.65,75.45,,,,
62.65,88.45,,,,
65.6,92,,,,
32.55,76.5,,,,
47,70.4,,,,
58.8,77.1,,,,
58.95,78.5,,,,
62.55,74,,,,
91.3,91.2,,,,
64.2,77.5,,,,
71.6,89.75,,,,
83.3,101.3,,,,
68.8,72.9,,,,
32.55,65.25,,,,
56.8,81,,,,
66.6,81,,,,
63.9,82.3,,,,
77.325,80,,,,
87.4,111,,,,
45.475,66.45,,,,
74.8,81.35,,,,
61.75,90.55,,,,
91.85,110.9,,,,
68.4,92.3,,,,
88.35,102.6,,,,
37.725,61.6,,,,
32.725,65.2,,,,
62.45,75.7,,,,
56.35,73.15,,,,
78.5,101,,,,
49.6,66.65,,,,
67.5,77,,,,
61.75,74.7,,,,
70.55,91.4,,,,
55,73.45,,,,
56.005,79.5,,,,
58.225,72.3,,,,
63.45,79.85,,,,
70.9,98.5,,,,
67.9,77.9,,,,
51.1,67.5,,,,
45.8,67.9,,,,
56.7,73.3,,,,
61.2,87.5,,,,
59.7,77.1,,,,
70.2,87,,,,
103.15,222.2,,,,
43.55,72,,,,
72.8,88.2,,,,
76.95,100,,,,
61.45,82.2,,,,
54.8,68.4,,,,
58.4,77.45,,,,
61.6,89.1,,,,
68.2,80.5,,,,
76.35,95.5,,,,
46.575,70.15,,,,
53.7,79.1,,,,
53.65,68.15,,,,
80,95.1,,,,
56.5,72.1,,,,
40.95,74.4,,,,
56.4,68.05,,,,
68.9,93.85,,,,
65.3,82.6,,,,
85.3,108.5,,,,
55.2,67.4,,,,
57.5,78.15,,,,
42.85,64.8,,,,
56.4,87.45,,,,
42.7,69.2,,,,
84.15,101.25,,,,
52.4,70.55,,,,
82.3,86,,,,
80.5,88.95,,,,
44.65,71.5,,,,
50.65,74.4,,,,
102.6,114.6,,,,
84.7,102.9,,,,
47,70.5,,,,
50.25,65,,,,
78.05,104.15,,,,
36.675,65.75,,,,
72.95,97.5,,,,
64.9,87.4,,,,
49.6,67.55,,,,
75.55,101.6,,,,
69.45,83,,,,
33.825,63.2,,,,
30.775,59.1,,,,
67.8,77.6,,,,
53.1,72.25,,,,
48.1,67.5,,,,
38.55,69.2,,,,
45.7,62.4,,,,
72.6,94.7,,,,
45.9,81.2,,,,
72.4,93.5,,,,
68.4,82,,,,
53.2,81.2,,,,
81,90.2,,,,
55.55,72.1,,,,
55.7,84.5,,,,
75.3,97.15,,,,
43.125,75.45,,,,
52.4,72.2,,,,
64.25,81.4,,,,
47.275,70.45,,,,
81.5,95.6,,,,
78.5,100,,,,
60.9,88.8,,,,
57.65,82.1,,,,
59.3,77.9,,,,
24.85,58.5,,,,
27.35,52.1,,,,
62.15,87.05,,,,
70.8,88.2,,,,
67.8,85.65,,,,
78.25,107,,,,
72.65,89,,,,
75.8,85.9,,,,
63.8,76,,,,
94.6,91,,,,
46.55,78.4,,,,
73.3,86.45,,,,
78.5,103.35,,,,
80.35,95.7,,,,
44.15,65.3,,,,
71.65,92,,,,
47.625,66.65,,,,
53.5,71.85,,,,
47.3,73,,,,
33.075,59.1,,,,
54.4,67.6,,,,
51.85,72.05,,,,
77.075,89.5,,,,
68.7,85,,,,
80.45,107.5,,,,
41.1,93.3,,,,
84.45,96,,,,
64,78,,,,
87.8,110.45,,,,
93.2,105.5,,,,
77.35,87,,,,
36.075,66.2,,,,
58,73,,,,
83.2,98.7,,,,
74.5,90.05,,,,
61.7,71.5,,,,
33.75,65.3,,,,
78.2,92.9,,,,
55,74.3,,,,
50.05,67.5,,,,
54.45,79,,,,
64.55,85.3,,,,
75.4,84.1,,,,
82.8,101.3,,,,
85.85,102.2,,,,
56.6,77.7,,,,
74.1,75,,,,
58.4,86.4,,,,
83.045,104.8,,,,
63.55,84.4,,,,
58.75,86.6,,,,
55.7,78,,,,
66.5,73.6,,,,
52,77.1,,,,
58.15,82.15,,,,
61.65,89.1,,,,
64.7,79,,,,
38.8,63.5,,,,
54.5,73.4,,,,
65.2,85.3,,,,
96.8,108.6,,,,
92.3,99.15,,,,
66.15,88.45,,,,
68.55,94.25,,,,
52.5,72.7,,,,
63.85,86,,,,
69.1,88.2,,,,
65.1,92.2,,,,
47.15,64.2,,,,
73.9,85.3,,,,
86.4,108.2,,,,
54.55,71.35,,,,
74.9,87.5,,,,
88,89.5,,,,
68.2,79.25,,,,
64.4,86.65,,,,
53.8,84.4,,,,
78.6,93.5,,,,
66.65,92.4,,,,
81.6,103.7,,,,
91.4,98.8,,,,
54.4,171.5,,,,
93.2,114.35,,,,
96.85,103.6,,,,
43.1,66.8,,,,
64.65,98,,,,
62.8,91,,,,
81,106.75,,,,
90.7,116.15,,,,
82.2,94.4,,,,
37.425,59.3,,,,
69.325,98.35,,,,
56.15,71.5,,,,
65.5,73.4,,,,
72.05,82.05,,,,
73.25,89.5,,,,
60,80.3,,,,
89.4,108.4,,,,
65.35,72.35,,,,
58.3,82.45,,,,
71.75,88.1,,,,
57.95,82.7,,,,
39.35,61.3,,,,
55.75,71.1,,,,
81.55,84.2,,,,
115,112,,,,
58.6,70,,,,
64.3,91.95,,,,
65,87.4,,,,
42.61,74.5,,,,
65.1,79,,,,
54.1,80.5,,,,
53.7,72.6,,,,
27.55,59,,,,
50.8,69.8,,,,
49.925,68.4,,,,
61.6,81.7,,,,
49.8,70.4,,,,
52.3,83.6,,,,
55.5,85.45,,,,
64.2,78.2,,,,
55.8,84.65,,,,
80.8,98,,,,
52.7,69,,,,
56.3,70.75,,,,
46.25,61.1,,,,
96.55,114.9,,,,
70.2,77.2,,,,
52.35,68.55,,,,
65.2,78.3,,,,
66.55,88.65,,,,
77.1,102.7,,,,
40.425,62.9,,,,
55.8,72.7,,,,
44.25,75.1,,,,
50.5,69.2,,,,
98.05,100,,,,
69.8,74,,,,
51.2,66,,,,
71,95.05,,,,
56.75,71.8,,,,
51.8,66.15,,,,
75.65,81.5,,,,
54.5,68.2,,,,
49.6,76.2,,,,
75.1,86.4,,,,
60.35,88.5,,,,
48.3,71.55,,,,
74.1,79,,,,
44.6,66,,,,
69.45,92.5,,,,
71.6,87.2,,,,
86.5,115.5,,,,
45.4,85.8,,,,
43.55,63.3,,,,
86.2,90.8,,,,
111.4,126.7,,,,
72.225,92.1,,,,
84.8,103.5,,,,
64.15,79.4,,,,
47.825,66.05,,,,
83.8,85.55,,,,
45.175,68,,,,
43.425,66,,,,
98.2,99,,,,
54,70.5,,,,
59.3,74.45,,,,
44.55,77.6,,,,
49.2,74,,,,
54.85,74.8,,,,
79.85,95.1,,,,
79.85,95.1,,,,
54.05,72.2,,,,
89.95,108.4,,,,
51.25,84.9,,,,
65.65,81.8,,,,
54.7,70,,,,
75.6,90.5,,,,
75.275,102.35,,,,
66.3,84.3,,,,
47.3,68.6,,,,
89.6,100,,,,
81.25,97,,,,
50.6,63.95,,,,
52.5,72.15,,,,
54.55,75,,,,
53.05,71.45,,,,
63.2,81.2,,,,
65.2,78,,,,
71.85,80.6,,,,
77.4,89.5,,,,
57.6,78.2,,,,
80.6,102.5,,,,
52.1,77,,,,
77.8,96.5,,,,
53.8,73.5,,,,
53.35,78.8,,,,
75,99.3,,,,
37.45,65,,,,
88.65,95,,,,
73.6,99.4,,,,
107,114.8,,,,
73.7,99.3,,,,
75.45,89.95,,,,
50.625,77.15,,,,
63.5,90.9,,,,
47.925,70.9,,,,
66.2,76,,,,
56.4,73.3,,,,
79.6,93.45,,,,
68.9,75.2,,,,
35.5,66.6,,,,
74.8,92.5,,,,
70.7,102,,,,
44.2,61.1,,,,
51.5,75.65,,,,
45.625,70.15,,,,
59.55,70.7,,,,
42.15,77.5,,,,
70.7,83.9,,,,
63.25,81.05,,,,
59,76.1,,,,
77.75,102,,,,
63.55,81.25,,,,
29.35,57.2,,,,
67.8,89.45,,,,
44.6,67.1,,,,
44.875,66.45,,,,
66.3,91,,,,
61.6,89.35,,,,
79.3,98,,,,
81.4,98.5,,,,
34.65,59.65,,,,
58.3,69.45,,,,
91.6,98.5,,,,
48.25,64,,,,
43.1,65,,,,
85.95,92.8,,,,
67.35,88.15,,,,
89.65,94.25,,,,
58.95,74.6,,,,
58.4,74.4,,,,
78.05,78,,,,
55.95,73.45,,,,
62.05,97.3,,,,
49.5,84.5,,,,
61.65,88.3,,,,
56.8,70.45,,,,
54.25,81.2,,,,
67.9,95,,,,
74.1,90.1,,,,
70.4,73.4,,,,
68.05,97,,,,
60.25,74.1,,,,
85.95,88.1,,,,
62.55,81.9,,,,
47.55,81,,,,
53.7,78.9,,,,
63.7,86,,,,
53.6,74.25,,,,
49.3,68.2,,,,
110,125,,,,
84.65,93.1,,,,
74.2,101.3,,,,
34.55,62.4,,,,
29.25,62.55,,,,
88.2,95,,,,
43.65,69.5,,,,
47.55,79,,,,
57.7,69.5,,,,
70.8,84,,,,
65.85,85.95,,,,
54.6,68.45,,,,
57.2,76.45,,,,
62.45,71.7,,,,
57.45,75.5,,,,
62.4,84.55,,,,
67.45,74.5,,,,
61,80,,,,
76.05,89.25,,,,
81.45,83.25,,,,
94.95,105.9,,,,
26.25,44.4,,,,
73.15,85.1,,,,
52.3,63.5,,,,
54.25,67.5,,,,
81.05,104,,,,
68.1,87,,,,
77.11,101.1,,,,
52.95,68.45,,,,
100,105.5,,,,
73,94.4,,,,
69.8,99.1,,,,
53.7,70.05,,,,
69.9,96.5,,,,
54.9,75,,,,
51.1,72.85,,,,
53.5,66.55,,,,
73.8,80.65,,,,
64,92.4,,,,
66.2,93.55,,,,
73.4,82.6,,,,
60,75.1,,,,
59.42,71,,,,
73.65,93,,,,
89.35,90.8,,,,
52.35,73.2,,,,
92.9,114.2,,,,
64.7,91.15,,,,
66.5,80.7,,,,
84.25,95.1,,,,
77.9,96.1,,,,
67.05,84.3,,,,
62,91.6,,,,
64.55,87.1,,,,
69,87.9,,,,
64.2,81.15,,,,
79.5,95.4,,,,
73.2,97.55,,,,
67.1,84,,,,
39.55,62.6,,,,
45.75,68.9,,,,
49.85,72.5,,,,
36.425,62.25,,,,
60.6,82.7,,,,
31.025,63.4,,,,
58.55,71.1,,,,
84.65,92.3,,,,
67.7,90.6,,,,
72.8,91,,,,
80.8,91.45,,,,
59.05,90.95,,,,
56.3,79.9,,,,
77.8,95.75,,,,
62.6,72,,,,
50.3,65.8,,,,
50.8,76.4,,,,
54.75,75.75,,,,
47.3,65.5,,,,
60.7,78.45,,,,
77.65,94.35,,,,
80.6,100.6,,,,
46.6,62.25,,,,
54,71.4,,,,
52.75,67,,,,
55.95,74.25,,,,
73.3,99.5,,,,
68,83,,,,
52.65,78,,,,
33.45,66.4,,,,
72.95,97,,,,
49.45,75.5,,,,
70.65,87.95,,,,
79.1,86.45,,,,
56.2,69.7,,,,
61.1,57,,,,
64.25,86.1,,,,
54.05,70.6,,,,
78.6,95.25,,,,
55.35,79.7,,,,
107.1,115.1,,,,
90.2,103.8,,,,
33.4,60.4,,,,
123.4,128.3,,,,
65.25,85.5,,,,
104,111.7,,,,
93.65,118.8,,,,
47.425,68.15,,,,
50.45,67.2,,,,
54.1,78.65,,,,
77.05,131.1,,,,
46.95,71.4,,,,
87.6,66,,,,
44.35,66,,,,
80.05,90.5,,,,
41.5,85,,,,
79.65,94.5,,,,
61.35,83.35,,,,
72.1,104.9,,,,
55.2,78.1,,,,
81.7,97.95,,,,
48.375,68.25,,,,
72.7,101.15,,,,
68.4,84.7,,,,
74.55,87.95,,,,
80.15,95.6,,,,
63.7,79.1,,,,
84.4,97.6,,,,
105.85,106.6,,,,
59.35,69.5,,,,
81.15,95.5,,,,
76.25,95.9,,,,
44.55,74.1,,,,
76.5,94.5,,,,
55.45,68.3,,,,
36.125,64.55,,,,
41.6,63.35,,,,
69.6,92.65,,,,
62.4,98.05,,,,
49.2,80,,,,
78.5,95.55,,,,
31.6,61.7,,,,
65.85,95.35,,,,
64.55,75.5,,,,
54.4,67.1,,,,
82.825,96.5,,,,
50.5,72,,,,
56.4,57.4,,,,
51.75,81,,,,
55.15,68.7,,,,
87.15,88.6,,,,
75.9,96,,,,
72.3,96.2,,,,
91.2,97.6,,,,
52.925,66.15,,,,
66.5,93.9,,,,
57.1,70,,,,
75.7,100.1,,,,
73.5,100.4,,,,
62.9,83,,,,
68.5,83.1,,,,
56.55,84.75,,,,
65.25,88.45,,,,
36.3,62.65,,,,
69.4,81,,,,
61.9,82.2,,,,
55,73,,,,
55.05,77.45,,,,
46.55,70,,,,
58.8,77.6,,,,
56.9,71.05,,,,
65.5,78.6,,,,
79,111,,,,
38.55,68.85,,,,
72.45,89.55,,,,
82.125,98.2,,,,
76.735,87.65,,,,
62.1,93,,,,
84.8,98,,,,
57.6,69.5,,,,
86.35,101.5,,,,
60.6,80.6,,,,
52.65,70,,,,
72.05,103.3,,,,
54.4,66.5,,,,
78.8,99.35,,,,
54.8,87.3,,,,
28.2,59.6,,,,
97.3,109.8,,,,
59.2,85.25,,,,
93.6,93.1,,,,
91.3,101.3,,,,
85.95,97.95,,,,
80.65,90.7,,,,
52.05,70.15,,,,
58.3,83.5,,,,
90.15,101,,,,
55.75,79.4,,,,
68,85.3,,,,
49.95,68.9,,,,
102.2,113.8,,,,
70.8,86.5,,,,
102.85,115.6,,,,
93.1,120.2,,,,
55,67,,,,
63.55,89.65,,,,
74.75,65.5,,,,
65.35,75,,,,
90,109,,,,
75.35,98.75,,,,
88.45,102,,,,
69.2,87.05,,,,
63.5,79.25,,,,
70.95,88,,,,
70.75,94,,,,
60.05,87.5,,,,
80,100.1,,,,
57.2,70,,,,
83.05,99,,,,
72.5,104.5,,,,
60.8,82,,,,
66.15,97.9,,,,
74.15,100.7,,,,
53.85,75.05,,,,
88.3,101.7,,,,
45.825,65.2,,,,
72.4,90.45,,,,
109.25,113.2,,,,
63.45,82.15,,,,
63.8,77.1,,,,
68.3,97.2,,,,
83,94.2,,,,
83,98.1,,,,
82.45,87.6,,,,
62.7,79.4,,,,
74,88.1,,,,
36.975,68,,,,
41.275,77.5,,,,
77,105.2,,,,
75.5,93.1,,,,
96.6,113,,,,
65.6,80.9,,,,
71.9,97.5,,,,
61.1,86,,,,
83.1,98.1,,,,
37.25,66.5,,,,
76,95.5,,,,
87.525,107,,,,
71.2,81.6,,,,
76.9,84.6,,,,
58,74.4,,,,
55.4,76.4,,,,
79.95,91.5,,,,
47.2,80.25,,,,
63.2,82.05,,,,
52.1,74.7,,,,
62.45,89.55,,,,
78.6,98.95,,,,
75.05,90,,,,
62.8,80.2,,,,
72.15,86,,,,
55.8,85.05,,,,
36.325,63.95,,,,
86.35,102.05,,,,
59.85,80,,,,
69.05,90.9,,,,
51.3,72.1,,,,
78,95.25,,,,
57.6,77,,,,
70.1,93.85,,,,
75.5,83.05,,,,
74.2,88.85,,,,
49.125,68.3,,,,
65.35,77,,,,
61.8,84.15,,,,
59.625,80.25,,,,
93.8,93,,,,
65.8,87.5,,,,
102.9,120,,,,
85.7,98.05,,,,
87.75,107.45,,,,
68.3,90.1,,,,
52.55,72.1,,,,
78.6,100.1,,,,
88.4,111.5,,,,
77.8,88.2,,,,
78,101.5,,,,
87.9,106,,,,
69.8,85.35,,,,
77.7,95.1,,,,
69.55,95.5,,,,
60.55,88.9,,,,
69.2,90.75,,,,
63.9,88.5,,,,
69.45,92,,,,
68.8,83,,,,
97.7,105.75,,,,
55.65,81.95,,,,
72.65,91.1,,,,
64.4,94.15,,,,
50.2,79,,,,
52.5,74.15,,,,
49.3,68.2,,,,
65,83.45,,,,
70.2,80.5,,,,
83.9,94,,,,
52.75,83,,,,
82.25,95.4,,,,
32.55,64.3,,,,
64.8,80.5,,,,
65,82.5,,,,
62.3,90.6,,,,
78.3,95.6,,,,
71.1,96.65,,,,
55.9,84.25,,,,
55.25,76.3,,,,
63.5,74.1,,,,
65.3,73.65,,,,
65.8,84.55,,,,
63.5,74.55,,,,
73.3,90,,,,
52.75,74.2,,,,
63.3,78.4,,,,
41.65,67.3,,,,
65.45,87.95,,,,
54.3,88.05,,,,
40.55,61.4,,,,
95.2,115.5,,,,
64.35,80.6,,,,
78.95,96.1,,,,
63.2,79.1,,,,
47.15,63.45,,,,
50.45,71.65,,,,
77.15,93.1,,,,
59.75,76.1,,,,
62.1,80.5,,,,
58.7,75.5,,,,
51.4,73,,,,
60,82.55,,,,
60.6,86.5,,,,
66.1,86.5,,,,
82.25,99.75,,,,
63.7,74,,,,
36.85,63,,,,
95.85,101,,,,
52.3,64.7,,,,
53.2,70,,,,
83.7,106.45,,,,
80.95,94.35,,,,
84.1,108,,,,
62.7,87.5,,,,
76.6,90.55,,,,
68.55,92,,,,
79.8,93,,,,
60.5,76.05,,,,
96.35,105.35,,,,
75,99.5,,,,
67.2,92,,,,
71.8,90.5,,,,
61.5,73.5,,,,
98.2,105,,,,
81.7,94,,,,
78.2,93,,,,
46.95,65,,,,
68.65,89.5,,,,
64.55,77.85,,,,
69.75,83.95,,,,
78.6,102,,,,
76.2,85.1,,,,
59.45,81.7,,,,
62.2,73.85,,,,
60.25,81.05,,,,
75.8,89.15,,,,
71.15,80.4,,,,
66.9,76.5,,,,
67,90.25,,,,
46.35,84,,,,
54,71.05,,,,
82.95,104,,,,
78.75,102.65,,,,
57.1,72.6,,,,
35.3,64.5,,,,
51.65,68.2,,,,
63.2,90,,,,
49.8,72,,,,
61.6,71.2,,,,
54.9,75.9,,,,
59.45,81.1,,,,
57.4,69.5,,,,
56.7,70.5,,,,
83.1,91.1,,,,
105.1,114,,,,
64.1,76.2,,,,
79.85,98.4,,,,
43.7,72.85,,,,
60,73.45,,,,
60.55,88.05,,,,
50.95,77.4,,,,
73.7,84.7,,,,
59.6,93.7,,,,
64.5,92.5,,,,
32.5,62,,,,
87.15,108.5,,,,
78.6,98.3,,,,
72.75,90,,,,
64.5,94.7,,,,
36.8,59.1,,,,
69.7,86,,,,
72.7,103,,,,
79.7,99.2,,,,
38.175,75,,,,
66.65,88.35,,,,
69.5,87,,,,
62.5,80.5,,,,
93.1,106,,,,
69.8,95.5,,,,
61.75,72.35,,,,
69.55,82.5,,,,
62.5,81.8,,,,
71.95,76.5,,,,
51.5,73,,,,
89.2,98.15,,,,
45.525,65.75,,,,
71.75,81.9,,,,
66.8,97.4,,,,
76.1,102.2,,,,
69.5,88,,,,
63.35,89.65,,,,
56.6,86.3,,,,
41.325,72.25,,,,
74.65,94,,,,
91,98,,,,
65.8,88,,,,
78.75,92.9,,,,
76.95,87.2,,,,
56.2,73.65,,,,
92.25,101.6,,,,
77.25,93.75,,,,
53.2,82,,,,
85.2,98.7,,,,
62.3,78.5,,,,
54.95,64.8,,,,
63.9,95.5,,,,
58.6,73.8,,,,
76.9,94.3,,,,
33.7,63.5,,,,
101.2,109.6,,,,
45.95,66,,,,
60.5,73.75,,,,
58.3,75.5,,,,
69.65,78.9,,,,
55.6,69.3,,,,
74.6,95.8,,,,
43.525,78.55,,,,
100.25,108.75,,,,
39.3,73.05,,,,
53.2,66.8,,,,
70.8,92,,,,
61.6,75.4,,,,
70.1,84.65,,,,
73.4,97.15,,,,
61.3,77.5,,,,
42.2,74.8,,,,
46.75,65.35,,,,
42.35,64.6,,,,
76.9,102,,,,
57.2,84,,,,
55.55,66.1,,,,
65.4,91,,,,
50.65,64.25,,,,
60.5,80,,,,
64.4,78.5,,,,
46.925,67.6,,,,
59.05,76.1,,,,
36.375,64,,,,
72,96.25,,,,
51.9,88.7,,,,
44.675,65.4,,,,
62.8,86.25,,,,
86.15,94.6,,,,
41.75,65.5,,,,
81.4,94.1,,,,
90.1,101.2,,,,
75.6,105.9,,,,
68.95,92,,,,
69.75,85.15,,,,
58.85,78.05,,,,
41.15,71.3,,,,
58.4,77.6,,,,
54,83.4,,,,
64.75,65.2,,,,
79.9,96.1,,,,
52.7,67.8,,,,
57.1,82.75,,,,
76,100.8,,,,
66.6,93.8,,,,
89.25,108,,,,
59.65,72.3,,,,
48.1,86.55,,,,
60.6,93.25,,,,
69.45,85.1,,,,
65.4,80.6,,,,
72.7,95,,,,
54.4,69.5,,,,
48.75,70.05,,,,
60.1,84.4,,,,
103.7,112.4,,,,
24.1,53,,,,
83.7,94.8,,,,
65.75,95.2,,,,
76,102.9,,,,
125.2,138.9,,,,
51.8,73.95,,,,
46.225,62.9,,,,
42.1,65.3,,,,
27.625,58.55,,,,
70.25,80.9,,,,
65.65,84.5,,,,
55.4,67.6,,,,
99,117.3,,,,
53.35,82.6,,,,
90.95,97.4,,,,
76.05,94.35,,,,
54.5,72.8,,,,
69.75,77.3,,,,
133,132,,,,
83.95,101.15,,,,
64.8,85.2,,,,
88.15,106.2,,,,
72.7,91.5,,,,
79.225,91.05,,,,
61.65,82.5,,,,
78.1,97.4,,,,
81.1,94.7,,,,
66.6,88.4,,,,
66.4,92.5,,,,
74,90.1,,,,
64.3,77.9,,,,
87.05,99.15,,,,
74.65,100.25,,,,
100.8,108,,,,
57.6,75,,,,
36.675,70.5,,,,
64,82.6,,,,
71.2,80.3,,,,
76,94.2,,,,
82.2,99,,,,
58.4,78.2,,,,
56.35,83.7,,,,
50.9,77,,,,
44.075,63,,,,
69.5,80.7,,,,
47.125,64.6,,,,
81.3,96.4,,,,
50.5,69,,,,
51.8,84.4,,,,
80.35,90.1,,,,
88.05,103.4,,,,
58.1,83.2,,,,
60.1,74,,,,
53.95,71.95,,,,
35.85,64.55,,,,
74.8,99.7,,,,
56.4,73.1,,,,
67.55,89.95,,,,
48.85,84.2,,,,
54.15,77.1,,,,
48.625,66.4,,,,
46.125,68.1,,,,
52.4,76.05,,,,
62.4,77.55,,,,
71.15,93.85,,,,
63.5,87.1,,,,
42,66.75,,,,
55.6,73.4,,,,
67.05,88.6,,,,
91.8,111.8,,,,
57.7,78.2,,,,
67.2,83.5,,,,
150,157,,,,
76.95,91.65,,,,
53.15,66.4,,,,
79.7,95.3,,,,
83.15,104.2,,,,
45.1,66.15,,,,
56.8,79.3,,,,
58.3,89.5,,,,
69.55,84,,,,
25.2,56.8,,,,
60,75,,,,
109.45,113.65,,,,
51.1,76.4,,,,
67.5,75.9,,,,
67.65,86,,,,
53.9,73.9,,,,
38.675,60.3,,,,
52.2,88.95,,,,
52.25,71.25,,,,
56.1,81.45,,,,
57.1,72.7,,,,
54.4,67.1,,,,
81.1,96,,,,
84.65,94.9,,,,
52.95,69.45,,,,
99.4,112,,,,
56.05,72.3,,,,
83.5,99.85,,,,
55.2,84.6,,,,
101.6,114.35,,,,
51.25,67.05,,,,
93.3,96,,,,
53.55,71.1,,,,
46.425,62.8,,,,
88.65,106.6,,,,
56.9,78.2,,,,
43.275,69.15,,,,
57.1,78.2,,,,
61.45,91.5,,,,
54.8,81,,,,
57.9,74.5,,,,
73.4,84.8,,,,
78.4,88.6,,,,
61,89.8,,,,
73.95,99.9,,,,
65.3,93,,,,
28.85,67.5,,,,
80.55,86.9,,,,
67.675,81,,,,
70.6,91,,,,
76.25,84.85,,,,
55.65,75.8,,,,
47.8,66.1,,,,
42.05,60.5,,,,
65.5,77.3,,,,
52.1,72.6,,,,
45.65,67.2,,,,
78.6,107.6,,,,
63.5,85.1,,,,
71.95,90.6,,,,
50.15,68.75,,,,
66.45,84.15,,,,
61.15,80.25,,,,
77.1,95.55,,,,
71.4,91.2,,,,
79.4,103.15,,,,
57.35,79.05,,,,
31.775,61,,,,
54.7,87.9,,,,
83.55,92.5,,,,
81.45,100.75,,,,
88.75,89.55,,,,
109.15,114.2,,,,
102.7,98,,,,
67.3,87.3,,,,
66.9,86.5,,,,
85.525,96.15,,,,
50.6,70.5,,,,
66.95,75.9,,,,
65,82,,,,
70.1,90.4,,,,
81.7,88.5,,,,
61.9,76.1,,,,
58,74,,,,
63.7,71,,,,
87.5,98.6,,,,
62.4,76.05,,,,
80.55,90.5,,,,
90.8,92.3,,,,
61.8,82.3,,,,
44.925,76,,,,
80.25,96.5,,,,
86.4,108.9,,,,
69.7,85,,,,
46.84,68.1,,,,
25.9,65,,,,
71.2,95.2,,,,
46.4,71,,,,
40.85,65.8,,,,
52.9,69.5,,,,
60.05,84.4,,,,
83.4,93.65,,,,
51.9,75.4,,,,
77.15,89.5,,,,
78.1,86.8,,,,
69.35,94.7,,,,
83.2,100.2,,,,
61.1,77.95,,,,
45.25,64.45,,,,
84.45,97.6,,,,
