Pesom,Cinturam,,,,
53.7,79.5,,,,
62.1,90,,,,
48.225,68.75,,,,
44.5,66.65,,,,
73.9,108.1,,,,
127.4,129.3,,,,
69.9,94,,,,
41.675,68.6,,,,
63.3,84.1,,,,
62.5,77.5,,,,
63.3,82.45,,,,
101,112.75,,,,
57.3,73.85,,,,
50.7,76.3,,,,
58,78.3,,,,
94,105.35,,,,
54.05,73.5,,,,
54.3,79.5,,,,
60.65,91,,,,
49.05,75.5,,,,
48.3,74,,,,
102.1,123,,,,
55,73,,,,
68.9,93.5,,,,
51.6,72,,,,
41.95,68,,,,
66.3,87.7,,,,
56.6,,,,,
59,76.5,,,,
46.25,66.7,,,,
96.2,119.4,,,,
57.525,71.7,,,,
96.65,108,,,,
67.35,,,,,
71.6,89.5,,,,
52.8,,,,,
80.8,102.5,,,,
37.775,64.5,,,,
79.3,86.5,,,,
60.3,92.7,,,,
55.65,75.5,,,,
38.7,58.4,,,,
55.5,74,,,,
25.3,54.15,,,,
93.95,104.8,,,,
42.125,63.55,,,,
66.55,84.2,,,,
68.5,94.35,,,,
52.9,71.4,,,,
55.65,,,,,
37.95,69,,,,
74.2,92.8,,,,
47.85,68.05,,,,
50.1,65.5,,,,
51.5,60,,,,
75.75,94,,,,
83.25,111.1,,,,
66,81.9,,,,
32.15,66.5,,,,
73.8,93.4,,,,
47.35,73.5,,,,
72.25,84.05,,,,
61.5,84.5,,,,
46.025,,,,,
48.275,73.45,,,,
51.25,74.35,,,,
47.275,68.5,,,,
55.1,77.5,,,,
69.75,95.2,,,,
70.2,96.5,,,,
68.9,,,,,
74.95,,,,,
71.25,110.25,,,,
64.65,84.5,,,,
65.3,85.5,,,,
78.4,92,,,,
45.775,66,,,,
46.5,68.2,,,,
40.5,65.9,,,,
57,79.2,,,,
51.2,,,,,
70.75,82.5,,,,
53.9,,,,,
54.15,73,,,,
62.95,74.05,,,,
49.74,82.6,,,,
53,,,,,
71.6,98.3,,,,
70.45,99.75,,,,
74.8,84.5,,,,
53.325,76,,,,
64.55,85.15,,,,
89.7,102,,,,
55.5,93.65,,,,
49,73.4,,,,
80.15,96.9,,,,
57.2,81.95,,,,
60.35,84.75,,,,
51.6,68,,,,
51.7,70.5,,,,
74.4,84.5,,,,
54.85,86.55,,,,
73.85,,,,,
48.5,76.4,,,,
48.5,67.5,,,,
61.65,86.9,,,,
54.8,,,,,
59.5,88.4,,,,
79.85,102.25,,,,
45.525,74.25,,,,
50.1,72.6,,,,
107.6,117.2,,,,
101.3,118.5,,,,
66.4,89.4,,,,
69.8,94.2,,,,
39.5,61,,,,
37.7,67.2,,,,
32.225,61.75,,,,
72.9,98.4,,,,
46.25,73,,,,
46.35,74.2,,,,
42.075,65.1,,,,
53.5,80.5,,,,
62.85,88.35,,,,
83.15,100.95,,,,
87.7,116.15,,,,
97.05,108.5,,,,
47.85,73.5,,,,
62,62.1,,,,
52.3,80.45,,,,
51.7,80.3,,,,
52.2,76.4,,,,
60.2,80,,,,
70.65,92.5,,,,
48.85,69.95,,,,
40.1,70.95,,,,
56.6,77.35,,,,
86.35,,,,,
98.6,129.45,,,,
59.15,88.45,,,,
41.45,66,,,,
56.41,78.5,,,,
60.1,73.4,,,,
55.55,77,,,,
65.05,91.85,,,,
57.9,86.45,,,,
87.5,115.15,,,,
53.2,84.6,,,,
67.65,,,,,
76.05,,,,,
45.75,72,,,,
29.55,71.6,,,,
50.25,65.3,,,,
68.4,92.9,,,,
45.875,109.1,,,,
37.25,61.05,,,,
50.9,76.4,,,,
72.2,90.6,,,,
72.6,91.6,,,,
65.55,94.2,,,,
61.6,88.2,,,,
59.7,,,,,
52.45,81.4,,,,
57.5,76,,,,
52.8,71.45,,,,
33.95,59.5,,,,
62.8,91.15,,,,
63.4,92.25,,,,
52.75,,,,,
53.05,81.65,,,,
35.75,62,,,,
54.695,77.4,,,,
53.25,73.35,,,,
56.65,81.55,,,,
69.1,92.55,,,,
48.575,72.6,,,,
70.4,91.5,,,,
51.85,,,,,
46.5,64.8,,,,
28.35,72,,,,
45.025,69.55,,,,
40,64.6,,,,
50.8,70.25,,,,
41.45,66.7,,,,
61.85,76.2,,,,
51.75,79.5,,,,
49.825,74,,,,
85.15,105.9,,,,
58.9,88.2,,,,
66.4,97.85,,,,
63.7,102.15,,,,
61.2,93.9,,,,
51.8,89.5,,,,
56.65,75.25,,,,
70.45,87.15,,,,
50.2,77.8,,,,
57.45,78.9,,,,
47.8,73.5,,,,
39.675,76.4,,,,
64.45,83.05,,,,
72.1,88.1,,,,
66.5,87.3,,,,
64.65,86.6,,,,
98,102.8,,,,
57.775,78.55,,,,
69.6,82.9,,,,
67.5,84.2,,,,
73,222.22,,,,
74.3,95.2,,,,
35.85,65.65,,,,
65.6,96,,,,
59.6,,,,,
42.4,75.9,,,,
77.7,102.45,,,,
63.35,81.45,,,,
59.5,79.4,,,,
45.75,69.4,,,,
35.35,73,,,,
44.35,64,,,,
68.85,92.85,,,,
70.8,96,,,,
69.45,83.35,,,,
47.15,69.65,,,,
70.95,,,,,
39.875,59.4,,,,
72.1,,,,,
59.45,76.25,,,,
53.85,87.35,,,,
42.55,62.6,,,,
78.6,100,,,,
58.4,80.7,,,,
24.125,54.35,,,,
60.8,78,,,,
40.95,77.5,,,,
90.7,,,,,
64.75,84.25,,,,
65.65,78.5,,,,
63.95,88.9,,,,
55.15,75.75,,,,
75.95,96.3,,,,
53.2,,,,,
64.1,86.5,,,,
39.95,65.15,,,,
57.45,78.6,,,,
75.3,,,,,
52.55,74.25,,,,
57.05,82.1,,,,
61.3,96.2,,,,
60.65,81.55,,,,
67.6,93.5,,,,
64.15,92.05,,,,
46.5,72.55,,,,
69.35,,,,,
56.1,,,,,
94.8,122.25,,,,
46.75,71,,,,
59.85,81.3,,,,
61.4,96.7,,,,
61.35,78.6,,,,
53.6,71.4,,,,
57,,,,,
61.4,82,,,,
45.05,66.05,,,,
63.975,98.65,,,,
47.5,,,,,
50.4,88.1,,,,
56.9,85,,,,
73.1,97,,,,
37.55,72.6,,,,
45.7,74.2,,,,
68.45,82.15,,,,
39.175,61.2,,,,
53.7,97.1,,,,
61.1,,,,,
53.4,86.15,,,,
50.6,67.6,,,,
50.1,76,,,,
84.1,99.5,,,,
44.55,74.9,,,,
94.425,94.6,,,,
55.2,84,,,,
59.6,82,,,,
40.7,67.8,,,,
74,94.6,,,,
51.3,70.35,,,,
46.1,72.6,,,,
72.05,88,,,,
75.2,,,,,
53.6,79.7,,,,
37.45,69.55,,,,
79.4,89.4,,,,
50.3,78.2,,,,
64.9,,,,,
54,84.2,,,,
59.65,78.6,,,,
51.35,77.2,,,,
45.9,82.3,,,,
62.5,79.3,,,,
30.425,57.4,,,,
62.4,78.05,,,,
43,87,,,,
62.3,80.6,,,,
75.7,102.1,,,,
38.35,73,,,,
60.85,101.5,,,,
51.9,74.55,,,,
66,98.5,,,,
32,58.45,,,,
46.625,75.1,,,,
96.75,108.5,,,,
66.45,90.2,,,,
53.8,78.3,,,,
54.05,73.35,,,,
61.275,83.6,,,,
62.825,101.1,,,,
62.25,86.6,,,,
59.9,88,,,,
45.85,,,,,
60.9,,,,,
68.9,,,,,
58.4,71.5,,,,
40.7,65.5,,,,
90.5,87.3,,,,
57.1,87,,,,
46.775,63.9,,,,
57.9,76,,,,
61.1,,,,,
54.2,74.1,,,,
46.1,72.5,,,,
71.4,92.3,,,,
46,66.55,,,,
67.425,86.1,,,,
53.9,83,,,,
57.4,87.5,,,,
51.6,72.15,,,,
72.55,90.35,,,,
58.9,80.5,,,,
61.05,86.2,,,,
74.3,95.3,,,,
47.375,72,,,,
65.45,85.75,,,,
60.9,83.5,,,,
91,101.5,,,,
58.7,80.5,,,,
41.1,66.5,,,,
56.4,85.4,,,,
43.35,68.4,,,,
40.5,66.85,,,,
66.8,83,,,,
66.65,85.9,,,,
61.25,81.7,,,,
67.8,81,,,,
53.1,75.4,,,,
47.45,77,,,,
82,97.7,,,,
49.95,73.2,,,,
67.1,83.7,,,,
49.45,70.1,,,,
71,92.1,,,,
40.5,67.2,,,,
54.05,68,,,,
55.45,95.6,,,,
79.4,103.05,,,,
58,79.7,,,,
43.675,73.45,,,,
53.1,71,,,,
83.3,106.2,,,,
26.55,56.55,,,,
62,79.9,,,,
78.25,95.25,,,,
56.3,80.6,,,,
74.2,89,,,,
34.525,77.3,,,,
62,89.5,,,,
56.4,79.5,,,,
57.825,,,,,
68.3,95.5,,,,
51.5,71.4,,,,
58.6,82,,,,
51.2,75.1,,,,
70.25,,,,,
52.8,73,,,,
33.9,63.6,,,,
76.85,93,,,,
59,80.45,,,,
74,99,,,,
54.5,72,,,,
75.2,95.2,,,,
53.7,81,,,,
59.8,78,,,,
37.775,70.35,,,,
43.95,73.4,,,,
75.5,91.95,,,,
41,66.45,,,,
55.7,76.85,,,,
45.85,71.5,,,,
54.7,79.9,,,,
48.4,64.5,,,,
65,81.05,,,,
75.45,96.2,,,,
54.15,87.9,,,,
66.55,96,,,,
62.125,86.45,,,,
75.9,100.05,,,,
93.45,94.1,,,,
48,72,,,,
58.2,76.2,,,,
84.7,89,,,,
46.4,74.55,,,,
62.25,82.8,,,,
50.4,71.4,,,,
69.4,90.5,,,,
85.3,104,,,,
54.45,,,,,
77.05,95.95,,,,
77.8,106.3,,,,
69.1,94.2,,,,
45.95,72.2,,,,
49.375,78.85,,,,
60.3,87.4,,,,
51.75,76.65,,,,
36,70.35,,,,
59.75,88.15,,,,
40.35,65.1,,,,
57.6,81.5,,,,
64.6,81.2,,,,
66.4,90.6,,,,
72.35,99.2,,,,
64.6,,,,,
93.85,,,,,
69.4,91.4,,,,
44.05,68.15,,,,
74.9,95.95,,,,
56.2,80.6,,,,
64.7,86.5,,,,
58.1,79.6,,,,
63.5,85,,,,
40.2,69.55,,,,
55.8,73.95,,,,
48.875,73.35,,,,
105.825,123.05,,,,
50.45,70,,,,
63.9,93,,,,
79.6,,,,,
46.8,69.4,,,,
87,101,,,,
71.6,97.4,,,,
86.5,119.8,,,,
43.9,62.2,,,,
45.775,70.15,,,,
73.775,103.6,,,,
74.4,103.1,,,,
35.725,69.85,,,,
51.8,79.9,,,,
37.175,62.05,,,,
65,96.45,,,,
46.9,75.3,,,,
62.4,92.4,,,,
34.75,60.1,,,,
63.8,97.1,,,,
38.4,71.05,,,,
61.1,91.2,,,,
70.05,93.3,,,,
64.4,90.3,,,,
68.1,84,,,,
79.85,100.25,,,,
54.8,82,,,,
70.95,90.2,,,,
30.45,64.6,,,,
48.025,67.35,,,,
44.925,66.55,,,,
63.35,85.8,,,,
77.15,103.4,,,,
64.35,,,,,
75.9,92.6,,,,
33.925,65,,,,
68.5,76.7,,,,
67.15,,,,,
57.35,81.45,,,,
47.075,79.6,,,,
64.6,90.7,,,,
64.9,97.1,,,,
76.3,87.7,,,,
47.525,73,,,,
60.4,,,,,
43.245,69.6,,,,
66.65,97.8,,,,
36.2,65.05,,,,
42.375,66.25,,,,
57.5,77.5,,,,
80.8,108,,,,
41.875,63.8,,,,
51.3,80.4,,,,
55,81.1,,,,
55.3,75.7,,,,
29.625,59.5,,,,
78.55,101.6,,,,
64,77.1,,,,
102.4,117.6,,,,
43.35,66.1,,,,
51.6,71.1,,,,
62.35,88.65,,,,
83.2,99.65,,,,
79.5,96.5,,,,
53.15,78.6,,,,
61.35,,,,,
43.05,68.2,,,,
49.05,67.2,,,,
58.1,71.8,,,,
45.25,69,,,,
69.6,97.45,,,,
60.9,89.6,,,,
60.6,93.65,,,,
53.45,91.1,,,,
67.5,85.9,,,,
47.65,71.1,,,,
62.85,82.4,,,,
50.95,83.3,,,,
56,90.1,,,,
71.6,87.4,,,,
67,94.1,,,,
53.1,81,,,,
72.6,91.8,,,,
52.45,78.5,,,,
49.65,71.5,,,,
77.6,95.5,,,,
46.25,72.9,,,,
47.95,81.5,,,,
63.05,93.05,,,,
50.3,71.5,,,,
34.575,63,,,,
58.1,69.15,,,,
47.55,77,,,,
71.4,88.75,,,,
54.1,81.5,,,,
71.25,101.9,,,,
48.525,,,,,
56.3,79.35,,,,
60.3,101.85,,,,
60.2,76,,,,
78.7,89.4,,,,
49.8,83.1,,,,
71.4,93,,,,
53.4,74.3,,,,
81.2,97.3,,,,
50.15,71.9,,,,
65.2,81.6,,,,
71.5,89,,,,
79.05,102.5,,,,
77.55,91.9,,,,
53.5,80.95,,,,
88.3,92,,,,
62.4,76.6,,,,
78.4,110.9,,,,
66,95.6,,,,
61.05,98,,,,
74.35,94.7,,,,
42.5,61.95,,,,
68.05,76.1,,,,
39.475,57,,,,
43.15,66,,,,
74.9,95.45,,,,
81.4,119.85,,,,
49.05,76.8,,,,
52.7,75.1,,,,
39.425,68.8,,,,
60.4,78.1,,,,
71.9,93.9,,,,
61.5,95,,,,
75.65,85.7,,,,
54.1,85.4,,,,
34.6,62,,,,
51.5,73.05,,,,
44.95,64.5,,,,
82.15,96.9,,,,
58.2,95.2,,,,
63.2,87.5,,,,
47.9,74.3,,,,
51.05,87,,,,
42.9,71,,,,
57.6,,,,,
53.6,78.3,,,,
50,69.6,,,,
68.9,85.1,,,,
71.6,100,,,,
54.5,85.55,,,,
39.45,61.15,,,,
45.75,83,,,,
45.75,,,,,
56.8,97.1,,,,
53.05,74.65,,,,
64.1,89.2,,,,
52.7,74.9,,,,
39.15,63.45,,,,
58.4,84.2,,,,
50.5,79.2,,,,
69.9,90.1,,,,
75.8,95,,,,
70.55,109.25,,,,
81.2,104.4,,,,
69.3,106.4,,,,
65.1,,,,,
83.6,88.6,,,,
67,93.1,,,,
41.7,66.5,,,,
50.5,71,,,,
41.325,66.95,,,,
43.75,68.9,,,,
61.95,,,,,
73.6,100.05,,,,
55.55,76.1,,,,
83.5,,,,,
60.9,79.5,,,,
42.35,66.2,,,,
47.3,70.8,,,,
57.2,82.1,,,,
90.8,103.1,,,,
79,99.3,,,,
51.8,78.95,,,,
49.575,82.45,,,,
65.55,90.1,,,,
63.45,92.2,,,,
48.65,,,,,
52,76.5,,,,
39.75,65.3,,,,
44.45,,,,,
101.65,118.75,,,,
41.1,63.4,,,,
57.05,74.05,,,,
68.9,109.9,,,,
119.3,98.3,,,,
65.4,89,,,,
46.1,66,,,,
41,64.2,,,,
50.9,83,,,,
72.65,97.5,,,,
85.8,101.5,,,,
49.3,78.5,,,,
46.25,63.1,,,,
57.65,81.75,,,,
51.6,88.05,,,,
49.375,65.9,,,,
58.7,61.05,,,,
59.325,87.6,,,,
51.3,70.7,,,,
64.35,88.5,,,,
63.8,78,,,,
41.4,67,,,,
59.3,76,,,,
75.8,86.2,,,,
48.25,69,,,,
68.05,96,,,,
44.6,78.8,,,,
50.9,68.3,,,,
58.8,75.9,,,,
75.9,90.4,,,,
70.25,99.9,,,,
37.55,62.1,,,,
42.525,62.3,,,,
60.6,,,,,
48.75,65.2,,,,
50.75,70,,,,
73.25,85.4,,,,
63.5,,,,,
64.95,73.8,,,,
52.55,71,,,,
74.95,113.3,,,,
80.3,93.5,,,,
78,94.4,,,,
59.85,76.8,,,,
48.075,68.5,,,,
33.975,58.1,,,,
68.5,,,,,
49.15,81.15,,,,
63.2,92,,,,
61.5,,,,,
58.6,80,,,,
74.65,98.25,,,,
65,,,,,
75.75,87.9,,,,
60.85,89.4,,,,
82.4,95.35,,,,
46.1,80.2,,,,
49.25,,,,,
60.45,77.7,,,,
68.4,,,,,
50.85,,,,,
55.4,81,,,,
67.3,86.2,,,,
67.1,86.6,,,,
44.95,70.6,,,,
76.15,97.5,,,,
74.1,101.15,,,,
40.1,62,,,,
52.35,77.65,,,,
83.85,115,,,,
56.95,77.55,,,,
61.95,82.5,,,,
76.7,102.35,,,,
59.8,80.25,,,,
45.625,67.75,,,,
35.425,62,,,,
52.25,80.05,,,,
66.525,89.5,,,,
75.05,95.7,,,,
35.875,64.9,,,,
70.5,,,,,
56.3,75.4,,,,
56.5,77,,,,
56.4,78,,,,
67.05,98.1,,,,
58.5,84,,,,
67.1,84.75,,,,
62.6,95.35,,,,
45.8,68.1,,,,
51.65,75.45,,,,
54.45,86.25,,,,
52,83.2,,,,
51,76.35,,,,
34.25,66,,,,
51.1,83,,,,
58.95,72.8,,,,
50.15,84.2,,,,
71.85,107,,,,
55.45,81.25,,,,
66.6,94.45,,,,
50.9,79,,,,
68.6,97.6,,,,
40.925,70,,,,
59.75,,,,,
73.8,92.5,,,,
46.85,78.2,,,,
80.6,107,,,,
68.9,,,,,
77.3,100.75,,,,
78.3,117,,,,
86.55,110,,,,
54.9,77,,,,
63.6,86.3,,,,
63,95.1,,,,
40.95,67.1,,,,
45,70.5,,,,
99.9,111.6,,,,
100.7,95.95,,,,
46.85,69.1,,,,
62.8,,,,,
72.35,91.15,,,,
59.65,78.65,,,,
61.1,74.7,,,,
69.5,89.8,,,,
68.85,84.2,,,,
74.2,98.5,,,,
93.4,107,,,,
69.65,95,,,,
56.5,79.3,,,,
50.85,79.05,,,,
52.25,,,,,
59.15,81,,,,
52,72,,,,
71.55,89.3,,,,
64.2,88.3,,,,
72.7,100.5,,,,
50.495,64.05,,,,
53.2,74,,,,
76.45,84.6,,,,
43.75,67.8,,,,
57.6,88.55,,,,
108.4,139.5,,,,
65.1,,,,,
57.35,81.1,,,,
85.6,108.9,,,,
80.025,108.05,,,,
55.95,88.7,,,,
75.9,95.15,,,,
52.8,72.3,,,,
40.575,68.3,,,,
45.6,70.4,,,,
68.4,86.4,,,,
49.6,86.45,,,,
35.225,58.8,,,,
65.75,93.6,,,,
92.35,121.7,,,,
50.15,74.55,,,,
73.55,103.65,,,,
74.55,99.6,,,,
57.7,87.95,,,,
50,,,,,
112.4,119.3,,,,
53.75,,,,,
53.1,,,,,
58.75,80.4,,,,
49.575,74.5,,,,
65.65,83,,,,
51.3,96,,,,
57.1,70.8,,,,
53.9,75.35,,,,
89.9,102.25,,,,
49.225,70.05,,,,
49.425,77.5,,,,
48.75,78.9,,,,
52.9,85,,,,
69.5,93.8,,,,
52.3,71,,,,
70.5,95.9,,,,
58.6,79,,,,
65.65,88.1,,,,
46.275,71.5,,,,
74.3,100,,,,
41.075,66.05,,,,
51.6,73,,,,
54.55,90.4,,,,
75.2,85,,,,
78.2,109.4,,,,
46.2,71.75,,,,
89.25,,,,,
80.4,99.5,,,,
40.3,71,,,,
48.125,69.5,,,,
58.8,84.85,,,,
72.65,96,,,,
60.65,82.25,,,,
46,65.35,,,,
52.9,72.6,,,,
49.6,,,,,
51.85,68.4,,,,
54.4,68,,,,
57.55,81.1,,,,
52.6,73.7,,,,
73.3,93.7,,,,
66.25,84.2,,,,
35.25,69.9,,,,
73.8,106.6,,,,
48.9,73.6,,,,
51.7,73.5,,,,
71.5,81.3,,,,
67.1,95.1,,,,
84.7,116.5,,,,
74.6,95,,,,
33.525,56,,,,
48.45,69.9,,,,
76,105,,,,
53.5,76.1,,,,
39.8,65.3,,,,
54.45,83.8,,,,
75.7,91.7,,,,
59.05,79.3,,,,
48.725,63.5,,,,
61.9,92.9,,,,
55.5,76.6,,,,
93.9,107.5,,,,
50.6,74.4,,,,
69.325,97.2,,,,
80,99.5,,,,
56.85,85,,,,
59.9,77.6,,,,
73.15,108,,,,
78.7,97.4,,,,
65.05,79.2,,,,
50.1,70.5,,,,
74.1,92.4,,,,
46.925,65.8,,,,
56.5,73,,,,
65.6,92,,,,
43.85,61,,,,
41.25,71.7,,,,
56.425,80.6,,,,
48.2,88.9,,,,
70.6,99,,,,
51.65,73.8,,,,
53.9,72.4,,,,
62.5,96.7,,,,
67.55,108,,,,
62.55,82.4,,,,
64.75,86.75,,,,
56.1,85.05,,,,
36.8,69.1,,,,
62.1,77.25,,,,
59.4,69.8,,,,
46.25,69.65,,,,
75.3,93.6,,,,
47.85,75,,,,
53.75,,,,,
51.9,82.75,,,,
70.4,88.15,,,,
66.3,96,,,,
62.85,68.05,,,,
59.8,82.55,,,,
70.25,101.5,,,,
72.8,86.35,,,,
82.4,116.7,,,,
62.2,,,,,
75.15,99.6,,,,
86.4,104.75,,,,
45.475,76.1,,,,
59.1,73.5,,,,
68.05,91.5,,,,
52.1,71.1,,,,
53.7,81.5,,,,
58.4,91.8,,,,
52.5,80,,,,
47.15,73.7,,,,
55.9,84.1,,,,
52.8,80.35,,,,
58.35,72.2,,,,
52.2,82.5,,,,
54.7,,,,,
52,74.9,,,,
67.5,84.25,,,,
50.7,69,,,,
45.275,69.25,,,,
67.45,90.1,,,,
71.9,93,,,,
37.775,61.2,,,,
63.9,88,,,,
72.4,107,,,,
65.6,87.6,,,,
83,110.1,,,,
66.5,80.5,,,,
60.05,77.5,,,,
76.3,101.5,,,,
85.8,107.5,,,,
64,89.1,,,,
74.65,94.8,,,,
54.35,84.8,,,,
83.1,101.8,,,,
76.9,92,,,,
70.1,87.5,,,,
55.35,102,,,,
53.9,76.2,,,,
58.65,82,,,,
49.075,66.9,,,,
76.95,101.4,,,,
44.5,69.1,,,,
68.25,108,,,,
40.975,74.3,,,,
67.8,87,,,,
45.95,70,,,,
47.925,69,,,,
49.875,76.7,,,,
55.1,79,,,,
68.55,94.8,,,,
69.75,98.1,,,,
50.95,71.5,,,,
58.7,73.8,,,,
46.775,66.7,,,,
62.95,78.5,,,,
87.65,103.4,,,,
34.55,62.3,,,,
53.75,79.3,,,,
52.2,72.8,,,,
59,89.6,,,,
100.7,99.35,,,,
87.1,111.55,,,,
55,76.8,,,,
50.9,70.8,,,,
72.1,93.5,,,,
50.6,85.95,,,,
82.9,92.15,,,,
63.3,82.5,,,,
68.6,99,,,,
84.3,104.95,,,,
59.2,98.7,,,,
50.55,67,,,,
67.9,96.55,,,,
80,100.65,,,,
39.1,61.1,,,,
59,80.3,,,,
77.8,107.45,,,,
70.65,118.8,,,,
104,114.95,,,,
28.5,52.8,,,,
98.8,105.65,,,,
64.9,86,,,,
57.6,72.45,,,,
54.4,75.65,,,,
82,93.55,,,,
72.5,101.6,,,,
67.1,88.55,,,,
75.1,95.3,,,,
64.2,78.4,,,,
55.1,73.2,,,,
53.8,85.5,,,,
55.2,62.5,,,,
84.6,98.7,,,,
71.8,99.1,,,,
64.6,80.35,,,,
61,86,,,,
64.5,88,,,,
70.35,86.05,,,,
36.75,67.5,,,,
45.025,67.75,,,,
33.375,60,,,,
45.3,62.65,,,,
69.5,95.4,,,,
48.4,66.55,,,,
69.4,98.25,,,,
71.1,94.75,,,,
44.2,72.1,,,,
64.2,85.9,,,,
80.35,98.7,,,,
61.9,95.5,,,,
79.4,120.05,,,,
35.3,62.5,,,,
59.125,85.9,,,,
58.7,86.5,,,,
41.95,,,,,
53.2,75,,,,
21.9,61.1,,,,
44,70.1,,,,
44.875,66.4,,,,
53.7,83.1,,,,
61.8,91.1,,,,
79,111.35,,,,
72.8,104.6,,,,
83.25,108,,,,
52.5,89.6,,,,
58.5,,,,,
45.7,79.15,,,,
36.075,71.45,,,,
51.7,85.6,,,,
52.75,86.3,,,,
61.4,,,,,
55.8,,,,,
54.3,81.65,,,,
58.4,78.1,,,,
66.2,81.7,,,,
45.6,72.05,,,,
46.925,,,,,
67.2,94.6,,,,
62.9,86.4,,,,
111,126.9,,,,
42.4,65,,,,
44.75,77.05,,,,
83.8,109.1,,,,
63.4,91.45,,,,
69.5,94.95,,,,
67.8,92.25,,,,
51.175,77.45,,,,
57.1,75.9,,,,
74.35,108.2,,,,
83,87.3,,,,
49.1,69.5,,,,
94.5,111,,,,
64.9,93.1,,,,
50.1,71.5,,,,
62.4,78.2,,,,
52.3,89.9,,,,
51.5,79.1,,,,
57.8,73.5,,,,
62.4,79.8,,,,
63.35,82.2,,,,
49.6,76,,,,
60,82.3,,,,
55.5,78.2,,,,
69.8,113.5,,,,
91.4,111.5,,,,
61.3,75.9,,,,
69.3,88.2,,,,
67.1,89.9,,,,
75.1,94.4,,,,
86.6,110,,,,
50.5,70.9,,,,
49.225,74.2,,,,
41.65,76.2,,,,
53.6,85.6,,,,
49.75,71.7,,,,
56.6,77,,,,
85.6,117.5,,,,
71.8,95,,,,
49.55,68.5,,,,
66.05,85.4,,,,
27.425,58.7,,,,
54.5,,,,,
80.6,97.2,,,,
70.4,82.5,,,,
85.5,108,,,,
98.4,112,,,,
73.1,93.5,,,,
56.1,71.2,,,,
77.1,89,,,,
75.1,96.6,,,,
75.3,222.22,,,,
98.7,110.1,,,,
76.6,97.1,,,,
54.6,,,,,
65.3,222.22,,,,
62.8,85.3,,,,
54.3,80.3,,,,
60.2,85.75,,,,
45.15,77.9,,,,
52.2,72.5,,,,
79.3,85,,,,
75.7,94,,,,
95.6,110.2,,,,
55.95,74.1,,,,
76.75,94.65,,,,
43.125,64.15,,,,
76.8,88,,,,
57.75,76.5,,,,
75.7,99.15,,,,
46.4,73.5,,,,
60.6,81,,,,
57.7,84.7,,,,
88,114.7,,,,
52.9,80.2,,,,
65.25,88,,,,
47.85,71,,,,
61.9,90.5,,,,
48.35,75.3,,,,
62.5,85.2,,,,
62.6,85.6,,,,
47.45,67.6,,,,
49.675,70.6,,,,
39.1,65.5,,,,
59.3,75,,,,
43.925,75.9,,,,
54.4,96.2,,,,
44.625,78.5,,,,
58.9,98.8,,,,
61.3,90,,,,
57.8,81.6,,,,
42.975,80.4,,,,
42.925,71.25,,,,
66.9,96.6,,,,
51.15,67.5,,,,
48,68.8,,,,
82.05,95.5,,,,
54.15,88.15,,,,
83.1,87,,,,
68.95,89.05,,,,
79.95,,,,,
59.15,91.35,,,,
58.75,89.75,,,,
43.65,77.4,,,,
52.75,75,,,,
83.8,102,,,,
51.95,70,,,,
74.9,93.15,,,,
70.25,99,,,,
62.55,87.45,,,,
67.05,89.8,,,,
70.4,99.55,,,,
47.45,65.2,,,,
52.2,80.55,,,,
50.4,,,,,
80.7,97,,,,
48.775,70.2,,,,
73.4,92,,,,
56.75,75,,,,
76.5,103.6,,,,
80.6,100,,,,
54.8,81.25,,,,
42.375,64.05,,,,
56.2,83.4,,,,
52.6,,,,,
95.4,110,,,,
53.05,84.15,,,,
54.2,68.05,,,,
63.8,100.5,,,,
52,72.4,,,,
70.8,99,,,,
42.1,68.05,,,,
31.275,222.2,,,,
66.6,86,,,,
62.15,,,,,
41.75,72.8,,,,
46.15,,,,,
55.95,,,,,
54.55,74,,,,
58.95,84.25,,,,
47.05,65.6,,,,
57.7,69.55,,,,
51.9,85.95,,,,
41.1,64.25,,,,
39.55,,,,,
44.55,65.75,,,,
57.8,,,,,
62.65,91,,,,
54.5,81.1,,,,
47.35,74.9,,,,
65.45,79.65,,,,
54.1,73.4,,,,
73.5,,,,,
50.5,77.25,,,,
69.7,89.8,,,,
69.6,95.3,,,,
57.4,79.1,,,,
46.975,81.15,,,,
71,94.6,,,,
48.275,78.1,,,,
50.5,,,,,
60.5,,,,,
54.3,86.35,,,,
39.175,68,,,,
57.9,78.55,,,,
65.55,60.65,,,,
60.9,89.85,,,,
51.625,,,,,
50.5,,,,,
26.775,53.8,,,,
50.65,75.1,,,,
107.2,115,,,,
58.25,87.55,,,,
31.225,66.1,,,,
46,75.45,,,,
88.75,110.05,,,,
60.7,70.8,,,,
39.75,77.85,,,,
88.65,103.7,,,,
62.75,84.55,,,,
76.9,103.95,,,,
52.4,72.6,,,,
67.1,90.75,,,,
72.2,88.6,,,,
69.05,87.6,,,,
57.4,85.4,,,,
62.2,,,,,
59.9,79.5,,,,
52.55,78.9,,,,
78,99.05,,,,
36.125,63.95,,,,
42.65,67.1,,,,
47.8,70.15,,,,
62.8,80.5,,,,
100.2,104.7,,,,
93.8,100.5,,,,
78.55,103.85,,,,
88.75,91.75,,,,
59.85,88.5,,,,
51.75,77.65,,,,
66,81.8,,,,
71.9,104.55,,,,
45.35,81.3,,,,
93.6,107.2,,,,
53.05,77.55,,,,
48.37,77.15,,,,
