Pesom,Cinturam,,,,
47.675,73.1,,,,
76.68,105.4,,,,
68.7,89.4,,,,
62.1,79.8,,,,
78.1,100,,,,
54.95,79.15,,,,
59.1,90.2,,,,
51.95,73.1,,,,
48.25,70,,,,
61.2,78.6,,,,
65.2,93.7,,,,
56.4,84.05,,,,
95.6,115.65,,,,
42.575,67.4,,,,
73.1,90.5,,,,
48.15,75.7,,,,
61.3,83.5,,,,
69.05,97.2,,,,
62.15,83,,,,
82.85,88.8,,,,
55.75,80,,,,
86.6,110.5,,,,
50.75,74,,,,
104.77,111,,,,
81.65,96.5,,,,
65,83.5,,,,
71.3,93.8,,,,
102.4,111,,,,
82.7,,,,,
66.4,106.05,,,,
45.375,64.3,,,,
66.2,74.8,,,,
63.5,86,,,,
63.8,103.6,,,,
62.1,86.5,,,,
60.1,93.25,,,,
58.6,80,,,,
52.9,87,,,,
59.8,90.3,,,,
68.1,91.2,,,,
58.5,87.6,,,,
59.4,89.7,,,,
39.1,67,,,,
67.45,81.15,,,,
58.2,85.55,,,,
66.7,87.1,,,,
42.775,74.55,,,,
76.55,99,,,,
64.3,105,,,,
38,62,,,,
58.1,77.1,,,,
73,88.55,,,,
52.6,66.25,,,,
52.8,,,,,
71,89.15,,,,
63.55,93.45,,,,
44.025,71.85,,,,
111.65,120.8,,,,
44.125,66.8,,,,
49.8,73.7,,,,
56,91.25,,,,
73.7,84.6,,,,
63.8,86,,,,
34.85,63,,,,
57.3,78.2,,,,
75,97.15,,,,
78.2,107.3,,,,
55.4,82.4,,,,
55.8,79.95,,,,
69.85,83.3,,,,
82,97.5,,,,
54.3,77.65,,,,
40.65,73.15,,,,
46.6,69.8,,,,
76.85,98.85,,,,
87.7,103.65,,,,
63.8,,,,,
61.2,87,,,,
62,79,,,,
53.8,79,,,,
72.1,90.1,,,,
55.25,77.5,,,,
40.225,76.2,,,,
52.25,,,,,
60,88.5,,,,
107.05,112.2,,,,
69.2,,,,,
76.35,85.1,,,,
58.1,82.7,,,,
86.35,106.85,,,,
68.4,98.7,,,,
38.75,62,,,,
53.7,79.8,,,,
63.3,85.3,,,,
67.55,84,,,,
59.8,84.15,,,,
41.35,73,,,,
77.5,108.75,,,,
56.4,71.15,,,,
83.9,102,,,,
68.15,,,,,
60.2,75.4,,,,
26.15,56.5,,,,
73.15,92,,,,
92.6,111,,,,
69.3,94.1,,,,
73.3,92.5,,,,
25.95,56.45,,,,
60.4,82.35,,,,
61.95,95.15,,,,
68,90.6,,,,
61.85,,,,,
56.6,77.5,,,,
78.2,94.2,,,,
60.25,82.5,,,,
69.45,103.65,,,,
53.5,78.2,,,,
61.7,96,,,,
71.35,86.8,,,,
74.1,99.6,,,,
85.8,108.5,,,,
54.8,85.9,,,,
55.9,81,,,,
39.1,62.3,,,,
95.3,110.2,,,,
42.3,59.1,,,,
58.6,,,,,
58.8,86.45,,,,
52.6,76.6,,,,
68.25,,,,,
56.5,77,,,,
59.3,86.55,,,,
40.15,80.05,,,,
64.35,92.05,,,,
85.2,117.45,,,,
58.3,83.1,,,,
55.9,80,,,,
94.35,115.2,,,,
102.4,124.65,,,,
68.35,93.6,,,,
65.05,96,,,,
43.45,67.6,,,,
81.45,114.5,,,,
62,80.55,,,,
66.4,113,,,,
54.5,80.6,,,,
27.45,79.3,,,,
46.6,,,,,
76.3,83.5,,,,
47.9,83.1,,,,
55.2,71,,,,
45.35,72.1,,,,
52.3,78.15,,,,
65.05,92.2,,,,
49.85,83.1,,,,
56.55,74.1,,,,
31.55,62.45,,,,
50.41,78,,,,
55.9,82,,,,
71.7,93.6,,,,
79.4,96.6,,,,
40.95,69.35,,,,
81.6,222.21,,,,
53.15,75.8,,,,
73.1,93.15,,,,
54.2,77.15,,,,
69.25,93.05,,,,
66.85,87.05,,,,
76.6,99.7,,,,
61.1,79.6,,,,
39.075,71.15,,,,
77.55,110.1,,,,
78.9,97,,,,
59.85,91.8,,,,
74.85,97.5,,,,
69.8,91.3,,,,
58.3,81.85,,,,
61.2,81.4,,,,
79.3,95.15,,,,
68.6,99.9,,,,
76.25,90.7,,,,
67.45,86,,,,
81.7,106.4,,,,
54.9,80.4,,,,
75.6,108.7,,,,
66.1,91.3,,,,
73.55,,,,,
47.3,85.3,,,,
80.1,99.2,,,,
55.25,74.6,,,,
68,97,,,,
51.4,78,,,,
28.7,61.55,,,,
73.9,95.4,,,,
47.35,,,,,
51.4,78.6,,,,
70.2,,,,,
61,76.7,,,,
58.9,84.25,,,,
62.35,98.4,,,,
45.4,73.2,,,,
49.225,73.05,,,,
80.65,111.25,,,,
83.2,98,,,,
66.2,96.5,,,,
66.1,90.5,,,,
88.8,112.9,,,,
26.5,54.8,,,,
67.125,,,,,
78.425,103.6,,,,
77.15,101,,,,
54.3,74,,,,
59.2,79.4,,,,
50.2,,,,,
62.2,80.15,,,,
63.35,95.7,,,,
58,79,,,,
88.7,222.22,,,,
68.7,96.35,,,,
57.8,80,,,,
84.3,102.4,,,,
81.2,106,,,,
62,91.25,,,,
62.1,103.2,,,,
50.875,86,,,,
74.2,101.5,,,,
51.25,74.15,,,,
69.3,87,,,,
59.3,77.45,,,,
46.45,65.1,,,,
51.525,80.1,,,,
53.85,78,,,,
63.2,81,,,,
63.7,94.4,,,,
49.925,78.2,,,,
67.2,98.7,,,,
67.5,82.2,,,,
61.4,,,,,
67.75,85.2,,,,
66.15,96.5,,,,
75.5,92.6,,,,
68.925,83.4,,,,
24.6,64.5,,,,
49.35,78.6,,,,
51.7,75,,,,
66.4,86.3,,,,
66.6,86.5,,,,
63.05,89.1,,,,
42.375,69.5,,,,
71.6,,,,,
53.2,75,,,,
54.6,86.5,,,,
69.8,95.4,,,,
71.35,,,,,
49.575,90,,,,
49.25,70.6,,,,
78,104.55,,,,
65.85,93.05,,,,
68.15,101.55,,,,
34.7,76.5,,,,
40.3,66,,,,
67.8,108.5,,,,
65.1,,,,,
61.25,88.3,,,,
66.05,91.2,,,,
134.7,147.45,,,,
51.15,67.5,,,,
68.85,90,,,,
52.4,79.25,,,,
41.85,69.8,,,,
32.3,65.5,,,,
60.1,,,,,
51.4,73,,,,
70.65,86.25,,,,
62.4,75,,,,
68.8,88.1,,,,
51.3,82,,,,
50.6,79,,,,
49.6,71.4,,,,
57.7,89.1,,,,
55.95,75.4,,,,
49.2,74.55,,,,
56.8,86.3,,,,
57,77.05,,,,
61.45,72,,,,
80,86.3,,,,
52.55,75,,,,
50.65,79,,,,
52.3,73,,,,
64.45,98.1,,,,
70.45,95.2,,,,
55.6,72.2,,,,
83.6,,,,,
87.3,117.35,,,,
42.4,77.8,,,,
84.15,104.15,,,,
84.75,,,,,
69.1,95.5,,,,
80.75,91.4,,,,
49.05,,,,,
47.725,66.1,,,,
61.5,93.3,,,,
77.11,101.1,,,,
68,90.5,,,,
64.7,94.7,,,,
48.525,72.4,,,,
72.2,97.2,,,,
60.325,85.15,,,,
56.2,76.1,,,,
58.9,87.85,,,,
104.15,121,,,,
46.275,74.5,,,,
69.4,108.5,,,,
52.8,86,,,,
63.2,91.1,,,,
65.6,91,,,,
48.725,68.2,,,,
41.45,65.15,,,,
89.1,102.3,,,,
81.1,100.75,,,,
46,76.45,,,,
81.4,97.75,,,,
97.15,119.05,,,,
59.45,81.55,,,,
73.1,90.1,,,,
58.05,,,,,
84.8,97.45,,,,
48.85,73.8,,,,
57.8,83.7,,,,
86.4,108.7,,,,
48.2,67.9,,,,
52.1,73.7,,,,
82.95,100.3,,,,
48.125,73.2,,,,
60.4,81,,,,
68.7,68.7,,,,
71.2,100.4,,,,
58.9,83.9,,,,
94.4,119.5,,,,
28.05,56.3,,,,
55.7,84.8,,,,
59.5,86.5,,,,
56,71.7,,,,
61.5,79.2,,,,
62.7,84.4,,,,
67.85,91.8,,,,
87.8,105,,,,
54.95,70.5,,,,
96.1,115.5,,,,
57.2,,,,,
52.1,85.8,,,,
96.55,130.9,,,,
52.95,75.35,,,,
45.925,67.45,,,,
69.75,94,,,,
49.725,77.6,,,,
60.55,89.15,,,,
88.3,107.35,,,,
72.95,109.85,,,,
50.6,92.2,,,,
52.6,104.35,,,,
52.45,87.5,,,,
63.8,97.8,,,,
66.85,99.45,,,,
66.4,96.75,,,,
61,89.1,,,,
51.4,70.65,,,,
49.625,74.25,,,,
56.5,81,,,,
69.6,99,,,,
68.2,88.3,,,,
58.7,84.7,,,,
92.5,104,,,,
55.3,72.5,,,,
89.15,117.7,,,,
50.2,70.55,,,,
56.125,66.3,,,,
88,101.5,,,,
67.2,97.05,,,,
66.8,78.5,,,,
75,75.25,,,,
83.2,109,,,,
54.725,75.15,,,,
70.825,89.05,,,,
71.4,95,,,,
57.5,81.1,,,,
51.75,82.15,,,,
58.9,78.3,,,,
54.8,89.7,,,,
59.7,84.5,,,,
68,85.5,,,,
39.1,64.3,,,,
83.1,98.6,,,,
59.3,70,,,,
55.3,86.35,,,,
44.1,70.1,,,,
55.6,75.25,,,,
59.35,98.2,,,,
89.2,107,,,,
64.2,89.5,,,,
75.25,103,,,,
55.6,82.5,,,,
64.2,90.35,,,,
55.2,89.25,,,,
58.15,82.5,,,,
59.5,79.65,,,,
68.15,89,,,,
34.425,60.6,,,,
71.5,89.5,,,,
67.75,104.9,,,,
65.1,,,,,
67.8,86.2,,,,
121.1,123.7,,,,
58.2,79.25,,,,
98.15,106.3,,,,
46.55,67.7,,,,
59,73.2,,,,
66.7,93.3,,,,
42.5,70,,,,
64.5,92.3,,,,
45.85,67,,,,
87.2,109.5,,,,
53.3,71,,,,
67.35,87.2,,,,
50.3,76.5,,,,
42.875,73.5,,,,
45.55,69.15,,,,
52.55,75.15,,,,
64.05,83.4,,,,
91.05,113.95,,,,
50.9,81.1,,,,
85.3,104.8,,,,
67.8,92.1,,,,
30.925,59.5,,,,
64.4,81.95,,,,
65.85,,,,,
65.4,83.8,,,,
52.65,75.25,,,,
45.775,67.1,,,,
63.9,86,,,,
44.35,71.2,,,,
72.1,111.35,,,,
66.65,90.6,,,,
45.775,71.7,,,,
67.7,97,,,,
80.6,,,,,
36,64.1,,,,
71.25,97.3,,,,
66.7,88.75,,,,
62.3,87.15,,,,
50.05,,,,,
67.05,84.15,,,,
67.1,83.1,,,,
89.75,99.1,,,,
53,,,,,
37.175,63,,,,
55.95,79.5,,,,
64.15,83.35,,,,
65.5,90.5,,,,
60.8,90,,,,
68.6,,,,,
38.475,63.35,,,,
50.75,71.6,,,,
50.5,80,,,,
60.4,71.6,,,,
72,101,,,,
82.4,85.4,,,,
55.3,78,,,,
58.2,82.3,,,,
45.55,66.4,,,,
38.725,61.2,,,,
65.25,91.4,,,,
94,116.6,,,,
55.35,84,,,,
151.55,168.65,,,,
43.05,64,,,,
70.05,88.3,,,,
45.2,63.4,,,,
67.2,92,,,,
56.1,80.2,,,,
59.7,92.3,,,,
94.8,126.5,,,,
106.55,222.22,,,,
59.4,87.7,,,,
58.1,73,,,,
76.5,95.8,,,,
55.9,71,,,,
108,118.3,,,,
64.55,96.1,,,,
65.15,96.5,,,,
61.6,78.9,,,,
55.45,76.1,,,,
53.35,77.1,,,,
67.15,93.4,,,,
75.65,106.15,,,,
52,80,,,,
66.25,84.05,,,,
57.6,80.05,,,,
67.1,82.8,,,,
53.5,83.1,,,,
52.7,86.35,,,,
42.6,70.5,,,,
72.5,94.85,,,,
70.45,98.4,,,,
47,69.05,,,,
59.65,90.05,,,,
52.4,74.6,,,,
71.3,94.1,,,,
50.6,76,,,,
69.3,100.05,,,,
70.2,93.05,,,,
56.1,95.4,,,,
36.55,60,,,,
57.05,93.8,,,,
71.6,95,,,,
67.7,91.7,,,,
70.35,103,,,,
49.175,75.4,,,,
67.2,95.3,,,,
58.3,86.4,,,,
55.05,78.4,,,,
88.7,94.5,,,,
65.8,82,,,,
58,86.95,,,,
88.3,97.85,,,,
62.35,,,,,
83.25,97.5,,,,
70,90.5,,,,
44.175,66,,,,
56.6,81.5,,,,
58.9,88,,,,
55.3,73.2,,,,
67.05,85.05,,,,
80.95,107.7,,,,
58,78.1,,,,
85,,,,,
48.375,77.65,,,,
66.3,90,,,,
58.3,85.6,,,,
58.55,87.25,,,,
65.825,80,,,,
78.9,98,,,,
48.625,74.2,,,,
88.825,99.2,,,,
57.9,86,,,,
59.65,86.4,,,,
58.8,78.05,,,,
51.2,82.6,,,,
70.9,100,,,,
51.45,81.85,,,,
108.35,127.4,,,,
79.55,92.4,,,,
49.35,80.05,,,,
55.2,85.4,,,,
67.5,89.2,,,,
62.1,90.4,,,,
65.7,92,,,,
64.9,92.55,,,,
75.3,106.8,,,,
54.3,93,,,,
87.85,83.5,,,,
53,79.8,,,,
85.1,106.05,,,,
57.45,78.6,,,,
64.55,98.8,,,,
47.925,82.4,,,,
58.25,85.95,,,,
58.2,92.25,,,,
65.1,105.5,,,,
61.15,89.7,,,,
95.7,110.3,,,,
81.7,,,,,
84.1,102.9,,,,
65.9,89.5,,,,
77.5,107,,,,
81.55,107.8,,,,
52.3,81.6,,,,
53.1,87.15,,,,
47.95,73,,,,
62.8,81.5,,,,
49.2,71.1,,,,
60.7,79.4,,,,
107.9,113.2,,,,
73.95,87.5,,,,
68.7,113,,,,
75.2,98.45,,,,
84.625,100.4,,,,
72.1,91.5,,,,
44.125,74.3,,,,
79.55,92.7,,,,
76.05,100,,,,
58.3,82.05,,,,
75.6,86.4,,,,
55.35,81.05,,,,
38,62.5,,,,
60.65,99.15,,,,
75.9,87.6,,,,
60.8,83.2,,,,
70.45,87.45,,,,
42.8,70.2,,,,
67.2,,,,,
65.65,88.4,,,,
65.4,93.3,,,,
73.7,98.95,,,,
66.65,91.3,,,,
61.9,,,,,
56.75,82.05,,,,
59.1,82,,,,
60.75,92,,,,
49.1,67.4,,,,
59.7,90.4,,,,
73,95.4,,,,
47.075,66.9,,,,
81.05,103.9,,,,
90.25,108.1,,,,
53.9,74.5,,,,
77.3,89.5,,,,
66.7,103,,,,
51.85,,,,,
65.8,87.5,,,,
62.9,86.8,,,,
86.05,103.25,,,,
67.9,96.45,,,,
96.25,121.5,,,,
59.325,94.25,,,,
64.5,,,,,
54.475,85.65,,,,
51.1,76.05,,,,
60.6,88.6,,,,
97,120.65,,,,
49,79.15,,,,
72.4,98.7,,,,
78.1,102,,,,
76.45,,,,,
68.9,89.85,,,,
69.45,86.5,,,,
59.6,85.4,,,,
58.7,78.1,,,,
59.6,78,,,,
59.15,,,,,
83.7,104.2,,,,
54.2,86.8,,,,
43,,,,,
47.98,79.8,,,,
56.4,81.6,,,,
74.9,88,,,,
57.45,85,,,,
64.5,88.6,,,,
62.55,91.6,,,,
56.4,81.4,,,,
63.5,,,,,
52.3,71.3,,,,
78.1,101,,,,
60,89.1,,,,
87.55,107,,,,
47.8,70.3,,,,
74.925,80.5,,,,
59,,,,,
50.5,67.1,,,,
36.25,64.2,,,,
54.8,78.7,,,,
70.85,86.4,,,,
61,79.9,,,,
81.45,98,,,,
79.95,107.85,,,,
61.75,,,,,
76.45,99,,,,
65,78.25,,,,
58.45,91,,,,
92,108.8,,,,
72.6,96.25,,,,
70.15,93.4,,,,
66.05,92.45,,,,
71.6,107.25,,,,
61.9,103.5,,,,
63.8,86.5,,,,
60.9,92.3,,,,
58.5,74.8,,,,
53.65,77,,,,
66.6,94,,,,
65.4,89.4,,,,
42.875,63.35,,,,
53.25,,,,,
53.75,79.4,,,,
68.5,79.8,,,,
88.4,112,,,,
84.4,,,,,
44.25,74.9,,,,
60.3,83.3,,,,
68.75,85.15,,,,
71.1,93.5,,,,
57.7,73.8,,,,
82.75,99.3,,,,
72.6,102,,,,
54.4,79.5,,,,
61.5,88,,,,
92.6,113.1,,,,
76.85,90,,,,
68.95,,,,,
67.7,89.6,,,,
64.9,,,,,
92.3,102.2,,,,
40.45,64.8,,,,
61.8,93.5,,,,
65.7,89.2,,,,
83.3,109.75,,,,
39.525,63.4,,,,
56.3,74.5,,,,
41.45,84.35,,,,
71.9,100,,,,
49.3,72.5,,,,
67.1,90,,,,
52.75,88.2,,,,
66.65,93.25,,,,
71.4,82.3,,,,
60.75,93.35,,,,
74.3,95.2,,,,
57.8,,,,,
61.3,90.8,,,,
37.2,64.5,,,,
52.7,73.7,,,,
131.2,138.2,,,,
53.3,77.7,,,,
57.35,88,,,,
50.7,85.85,,,,
76.5,104,,,,
71.35,109.3,,,,
54.25,94.75,,,,
58.05,89.5,,,,
61.5,84.3,,,,
58.25,78.25,,,,
64.05,85.45,,,,
51.875,75,,,,
57.8,85.4,,,,
61.7,73.9,,,,
63.9,95,,,,
52.35,81.7,,,,
48.425,80,,,,
52,75.55,,,,
60.2,86.4,,,,
63.625,96.45,,,,
89.4,103.85,,,,
77.25,113.15,,,,
73.15,86.95,,,,
60.35,75.9,,,,
45.65,81.2,,,,
85.05,104.35,,,,
62.1,90,,,,
63.7,89.4,,,,
98.1,118.5,,,,
79.4,102.4,,,,
65.95,88.45,,,,
66.55,96.3,,,,
63.35,95,,,,
74.75,100.9,,,,
52.6,73.4,,,,
71.55,87.75,,,,
95.75,,,,,
90.35,106.3,,,,
83.9,95.75,,,,
52,,,,,
65.7,85.5,,,,
58.7,89.45,,,,
78.4,98,,,,
80.9,87,,,,
71.4,85,,,,
70.5,96.2,,,,
80.5,87.8,,,,
78.3,97.3,,,,
53.1,76,,,,
56.75,79.6,,,,
58.01,96.6,,,,
77.4,98.6,,,,
33.95,61.2,,,,
61.75,92.1,,,,
71.7,86.7,,,,
57,76.25,,,,
51.9,76.5,,,,
87.15,95.65,,,,
86.6,109.25,,,,
48.55,75.4,,,,
56.7,79.85,,,,
66.2,84.1,,,,
67.95,85.4,,,,
67.6,,,,,
56.8,91.35,,,,
70,86.9,,,,
61.1,98.5,,,,
66.25,85.4,,,,
62.5,97.5,,,,
69.85,99.5,,,,
56.7,81.85,,,,
58.1,78.4,,,,
74.5,95.6,,,,
76.45,94.1,,,,
68.5,83.4,,,,
80.85,98.4,,,,
50.5,82.9,,,,
46.55,80.35,,,,
51.3,72.35,,,,
62.6,93.15,,,,
41.75,83.05,,,,
64.4,88.75,,,,
59.4,85.6,,,,
63.2,,,,,
53.65,83.7,,,,
72.6,107,,,,
51.25,76,,,,
46,67.45,,,,
48.09,83,,,,
57.2,98.8,,,,
45.025,70.5,,,,
56.4,80.5,,,,
52.1,71.7,,,,
45.5,71.1,,,,
83.05,105.5,,,,
32.225,75.25,,,,
79.65,105.15,,,,
59.4,87,,,,
42.975,66.7,,,,
71,89.7,,,,
95.2,105.2,,,,
65.6,102.05,,,,
55.6,85,,,,
69.8,92.1,,,,
68.3,,,,,
72.5,87,,,,
22.175,50.5,,,,
35.85,62.6,,,,
63.2,86.6,,,,
48.4,97,,,,
58.5,94.5,,,,
88.6,96.4,,,,
43.15,74.55,,,,
39.075,78.35,,,,
89.3,103.7,,,,
59.5,83.4,,,,
67.2,84.2,,,,
64.25,85.2,,,,
59.9,78.4,,,,
45.75,75.2,,,,
61.75,,,,,
79.4,95,,,,
66.3,92.65,,,,
65.05,93.5,,,,
50.4,70.7,,,,
80.6,100,,,,
50.35,71,,,,
45.75,74.85,,,,
59.7,76.45,,,,
59.1,81.5,,,,
45.925,72.35,,,,
61,77.5,,,,
55.55,84.5,,,,
56.1,83.2,,,,
70.35,96.9,,,,
38.8,65.3,,,,
84.9,103,,,,
70.5,95.5,,,,
74.8,110.2,,,,
64.1,80.5,,,,
48.375,75,,,,
38.45,63.1,,,,
77.1,82.45,,,,
59.85,77.7,,,,
49.1,87.35,,,,
65.8,,,,,
59.2,98.1,,,,
62.775,86.7,,,,
45.825,64.75,,,,
59.35,89,,,,
37.95,63.3,,,,
71.6,88.05,,,,
100.1,126.55,,,,
29.9,59.5,,,,
82.9,101.9,,,,
80.2,99.35,,,,
85.95,104.5,,,,
64.5,85.1,,,,
62.8,85,,,,
75.5,96.6,,,,
63,87.3,,,,
67.6,92.7,,,,
78.5,104.2,,,,
49.25,82,,,,
72.35,91.6,,,,
59.8,87.2,,,,
55.6,80.4,,,,
64.2,90.6,,,,
76.5,100,,,,
58.5,85.4,,,,
54.2,90,,,,
78.3,,,,,
87.7,111,,,,
62.45,88.6,,,,
56.8,80,,,,
65.9,86.8,,,,
54.85,83.3,,,,
55.8,97.5,,,,
62.2,,,,,
70.3,89,,,,
70,105.5,,,,
76.25,81,,,,
54.5,70,,,,
81.5,105.4,,,,
66.7,88,,,,
49.9,84.25,,,,
64.6,88.65,,,,
50.5,69.85,,,,
54.8,91.15,,,,
74.1,92.4,,,,
87.6,92.5,,,,
50,72.5,,,,
77.85,90.45,,,,
101,112,,,,
46.35,71.65,,,,
60.5,83.55,,,,
55.4,84,,,,
68.8,96.3,,,,
79.05,79.15,,,,
47.8,71.2,,,,
89.6,108.35,,,,
58.1,83.15,,,,
62.5,96.85,,,,
48.075,78.55,,,,
67.3,88.15,,,,
69.4,,,,,
40.25,68.6,,,,
58.2,78.2,,,,
55.65,76.6,,,,
76.1,98.8,,,,
63.55,89,,,,
63.7,,,,,
73.95,90.05,,,,
49.3,74.6,,,,
71.75,100.4,,,,
82.2,106.2,,,,
76.8,,,,,
85.5,102.5,,,,
49.025,79.85,,,,
83.35,112.6,,,,
61.5,94.5,,,,
46.775,71.2,,,,
99.75,114.4,,,,
26.9,59,,,,
62.5,88,,,,
58.9,,,,,
79.45,100.3,,,,
73.9,85,,,,
62.5,96.3,,,,
45.7,64.2,,,,
55.8,81.6,,,,
50.9,222.22,,,,
51,73.2,,,,
80.5,97.5,,,,
61.9,92,,,,
27.25,56.3,,,,
46.65,68.9,,,,
86.85,116.4,,,,
74.6,103.3,,,,
60.05,78.55,,,,
54.4,79.45,,,,
52.6,90.6,,,,
51.65,87.9,,,,
51.8,91.05,,,,
53.7,88,,,,
61.1,89.5,,,,
61.4,86.5,,,,
87.2,93.05,,,,
57.7,87.8,,,,
55.9,76.35,,,,
48.375,80.6,,,,
67.7,96.2,,,,
74.3,88,,,,
54.5,85.7,,,,
29.15,55.65,,,,
85.4,95.3,,,,
76.7,,,,,
38.9,70.5,,,,
43.125,68.85,,,,
86.05,106.1,,,,
44.225,70.55,,,,
42.45,88.8,,,,
65.6,82.6,,,,
50.1,73.4,,,,
74.7,103.2,,,,
69.75,87.45,,,,
49.475,75.3,,,,
36.65,63.8,,,,
44.65,79.1,,,,
71.1,,,,,
46.275,71.6,,,,
63.3,85.7,,,,
50.55,84.9,,,,
53.7,81,,,,
66.55,93.8,,,,
74.2,82.2,,,,
72.8,94.4,,,,
75.9,95.6,,,,
83.7,100.15,,,,
56.7,80.15,,,,
75.45,107.2,,,,
56.6,83.95,,,,
44.725,222.2,,,,
56.8,83.1,,,,
59.65,86.35,,,,
71.85,90.15,,,,
62.1,86.5,,,,
60.25,79.3,,,,
101.95,103.6,,,,
70.7,95,,,,
83.5,103,,,,
48.575,78.95,,,,
61.9,79.8,,,,
48.275,75.7,,,,
83.15,105.4,,,,
65.65,102.5,,,,
85.8,105.4,,,,
59.525,88.5,,,,
81.9,87.8,,,,
72.8,96,,,,
76.75,92.6,,,,
47.3,90,,,,
78.1,100.8,,,,
67.6,89.2,,,,
68.15,95.75,,,,
53.2,82.4,,,,
46.3,69.6,,,,
80.65,109.1,,,,
62.9,90,,,,
53.3,83.6,,,,
62.4,89.9,,,,
63.25,96.35,,,,
70.695,91.35,,,,
57.3,90.3,,,,
52.85,83.1,,,,
58.1,75.25,,,,
46.2,73.15,,,,
72.9,94.5,,,,
51.55,70,,,,
68.7,94.7,,,,
64.65,78.6,,,,
52.1,76.9,,,,
51.05,67.9,,,,
60.6,83.6,,,,
75.2,106.3,,,,
79.5,99.5,,,,
91.5,97.45,,,,
103.4,99.7,,,,
78.8,92.6,,,,
75.3,107.6,,,,
60,91.65,,,,
53.2,91.95,,,,
49.55,71,,,,
61.4,84.15,,,,
64.3,79,,,,
91.575,105.5,,,,
80.05,96,,,,
38,61,,,,
56.55,82.2,,,,
70.25,87.05,,,,
48.25,76.95,,,,
52.8,75.5,,,,
76.35,94,,,,
64.25,81.95,,,,
75.2,94.1,,,,
62,93.2,,,,
70.8,97,,,,
71.5,88.3,,,,
54.5,77.45,,,,
70.5,96.6,,,,
63.8,97.85,,,,
50.5,83,,,,
79.15,104.1,,,,
71.2,98.3,,,,
55.3,87.3,,,,
90.65,107.25,,,,
47.7,77,,,,
41.05,65,,,,
69.9,82.4,,,,
38.2,72.4,,,,
54.2,79.8,,,,
61.4,91.3,,,,
59.75,83.8,,,,
57.5,81.45,,,,
91.05,106.4,,,,
70.05,94.4,,,,
58.75,222.21,,,,
49,80,,,,
59.35,85,,,,
60.2,91.4,,,,
49.2,69,,,,
61.8,74,,,,
67,89.6,,,,
58.5,80,,,,
57,79,,,,
81.4,93.1,,,,
57.6,99.85,,,,
81.9,102.55,,,,
57.4,94.25,,,,
85.6,93.4,,,,
57.3,79.85,,,,
55.4,82,,,,
69.5,74.3,,,,
74.3,105.3,,,,
65.6,90.5,,,,
55,77.2,,,,
64.2,84,,,,
55.25,81.6,,,,
41.6,64.55,,,,
55.6,77.6,,,,
46.85,75.3,,,,
83.6,94,,,,
65.05,93.55,,,,
50.7,70.4,,,,
45.25,66.6,,,,
49.95,68.5,,,,
62.8,82.9,,,,
74.525,90,,,,
73.4,85.1,,,,
93.3,91,,,,
77,104.6,,,,
73,85.5,,,,
63.45,84.35,,,,
70.1,,,,,
68,98.4,,,,
60.775,92.1,,,,
72.7,80.3,,,,
55.75,82.3,,,,
77.9,105.8,,,,
47.4,69.65,,,,
73.05,89.65,,,,
99.7,127.7,,,,
51.4,78.5,,,,
50.5,79.5,,,,
68.2,95.7,,,,
41.375,81.2,,,,
66.55,89.3,,,,
66.525,100.55,,,,
79.15,89.85,,,,
57.25,87.3,,,,
76.05,85.4,,,,
62,79.3,,,,
44.05,69.2,,,,
74.4,,,,,
57.3,77,,,,
39.75,67.2,,,,
57.2,87.8,,,,
53,80,,,,
80.1,112.2,,,,
83.7,102.1,,,,
49.8,77,,,,
57.3,87.1,,,,
58.1,82.8,,,,
61,79.9,,,,
50.8,65,,,,
48.05,81,,,,
53.9,79.1,,,,
98,101.25,,,,
55.35,84.95,,,,
61.7,84.45,,,,
63.225,89.95,,,,
94.65,114.85,,,,
67.5,98.15,,,,
57.2,,,,,
72.025,97.35,,,,
71.6,98.9,,,,
54.5,83.1,,,,
41.275,64.1,,,,
65.05,84.15,,,,
61.8,75,,,,
82.9,111.5,,,,
56.8,87.1,,,,
56.8,74.7,,,,
67.9,94,,,,
71.35,97.8,,,,
96,116.8,,,,
61.5,86.4,,,,
63.3,93.6,,,,
66.9,79.75,,,,
48.025,63.75,,,,
65.1,85.1,,,,
89.45,,,,,
70.35,,,,,
68.15,,,,,
60.5,80.2,,,,
38.5,64.4,,,,
54.45,75.7,,,,
55,80.5,,,,
28.85,52,,,,
66.2,78.4,,,,
61.9,81.1,,,,
76.05,105.6,,,,
33.725,60.3,,,,
67,98.6,,,,
65.1,87.8,,,,
107.8,121.3,,,,
68.55,98.05,,,,
80.8,112.45,,,,
56.8,76,,,,
57.55,97,,,,
46.2,72,,,,
69.7,90.8,,,,
75.1,107.8,,,,
88.6,100.4,,,,
77.75,86.1,,,,
62.05,90.6,,,,
44.65,69.4,,,,
65.1,94.65,,,,
49.25,70,,,,
61.8,98.5,,,,
57.25,79.05,,,,
70.7,87.95,,,,
65,90.35,,,,
47.675,72.35,,,,
95.95,108.85,,,,
83.6,107.4,,,,
58.9,82.15,,,,
52.1,90.1,,,,
66.6,90.6,,,,
47.8,83.15,,,,
45.925,70.95,,,,
42.6,62.3,,,,
55.15,82.5,,,,
61,73,,,,
69.15,98.2,,,,
87.95,,,,,
50.3,67.3,,,,
52.7,81.1,,,,
60.95,86.8,,,,
58,84.35,,,,
95.3,105,,,,
